r0,p0,y0,r1,p1,y1,r2,p2,y2,r3,p3,y3,r4,p4,y4,r5,p5,y5,r6,p6,y6,r7,p7,y7,r8,p8,y8,r9,p9,y9,r10,p10,y10,r11,p11,y11,r12,p12,y12,r13,p13,y13,r14,p14,y14,r15,p15,y15,r16,p16,y16,r17,p17,y17,r18,p18,y18,r19,p19,y19,target
-0.528929,0.006522,-1.185356,-0.528930,0.006446,-1.185344,-0.528932,0.006336,-1.185287,-0.528945,0.006219,-1.185256,-0.528931,0.006082,-1.185177,-0.528897,0.005919,-1.185122,-0.528830,0.005739,-1.185020,-0.528747,0.005550,-1.184920,-0.528656,0.005343,-1.184808,-0.528561,0.005131,-1.184691,-0.528486,0.004917,-1.184602,-0.528409,0.004700,-1.184571,-0.528339,0.004485,-1.184510,-0.528264,0.004259,-1.184467,-0.528173,0.004024,-1.184422,-0.528056,0.003798,-1.184420,-0.527932,0.003576,-1.184397,-0.527823,0.003368,-1.184427,-0.527747,0.003179,-1.184444,-0.527679,0.002987,-1.184477,0
-0.527447,0.002144,-1.184718,-0.527431,0.002043,-1.184705,-0.527425,0.001958,-1.184748,-0.527417,0.001895,-1.184744,-0.527404,0.001857,-1.184829,-0.527392,0.001831,-1.184830,-0.527384,0.001830,-1.184923,-0.527390,0.001835,-1.184935,-0.527410,0.001855,-1.185005,-0.527432,0.001879,-1.185021,-0.527456,0.001915,-1.185147,-0.527475,0.001958,-1.185169,-0.527479,0.001999,-1.185278,-0.527442,0.002043,-1.185305,-0.527349,0.002086,-1.185374,-0.527217,0.002123,-1.185399,-0.527087,0.002163,-1.185510,-0.526940,0.002191,-1.185542,-0.526816,0.002218,-1.185660,-0.526693,0.002244,-1.185732,0
-0.525993,0.002288,-1.186503,-0.525862,0.002287,-1.186618,-0.525739,0.002297,-1.186726,-0.525620,0.002316,-1.186780,-0.525522,0.002340,-1.186885,-0.525440,0.002378,-1.186944,-0.525370,0.002421,-1.187048,-0.525327,0.002475,-1.187145,-0.525278,0.002525,-1.187240,-0.525231,0.002578,-1.187411,-0.525158,0.002645,-1.187488,-0.525079,0.002709,-1.187618,-0.525011,0.002770,-1.187680,-0.524960,0.002844,-1.187785,-0.524903,0.002928,-1.187827,-0.524835,0.003000,-1.187977,-0.524763,0.003084,-1.187996,-0.524675,0.003171,-1.188077,-0.524590,0.003254,-1.188056,-0.524509,0.003337,-1.188103,0
-0.524164,0.003656,-1.188242,-0.524115,0.003675,-1.188269,-0.524051,0.003691,-1.188372,-0.523981,0.003701,-1.188399,-0.523921,0.003702,-1.188508,-0.523866,0.003709,-1.188527,-0.523850,0.003717,-1.188626,-0.523859,0.003726,-1.188638,-0.523862,0.003738,-1.188713,-0.523875,0.003768,-1.188714,-0.523890,0.003810,-1.188771,-0.523901,0.003837,-1.188757,-0.523920,0.003868,-1.188823,-0.523954,0.003877,-1.188805,-0.523996,0.003882,-1.188885,-0.524052,0.003884,-1.188877,-0.524116,0.003897,-1.188937,-0.524190,0.003894,-1.188935,-0.524284,0.003881,-1.188979,-0.524387,0.003864,-1.188976,0
-0.524635,0.003782,-1.189156,-0.524775,0.003773,-1.189149,-0.524895,0.003814,-1.189188,-0.524993,0.003880,-1.189185,-0.525083,0.003955,-1.189231,-0.525195,0.004032,-1.189192,-0.525302,0.004106,-1.189180,-0.525485,0.004183,-1.189182,-0.525691,0.004243,-1.189101,-0.525804,0.004333,-1.189029,-0.525850,0.004449,-1.188931,-0.525871,0.004551,-1.188836,-0.525922,0.004644,-1.188679,-0.525954,0.004721,-1.188577,-0.525923,0.004778,-1.188395,-0.525847,0.004818,-1.188294,-0.525758,0.004820,-1.188069,-0.525640,0.004804,-1.187985,-0.525503,0.004744,-1.187831,-0.525335,0.004662,-1.187751,0
-0.524412,0.003938,-1.187477,-0.524338,0.003820,-1.187474,-0.524293,0.003712,-1.187495,-0.524248,0.003620,-1.187504,-0.524211,0.003561,-1.187547,-0.524177,0.003524,-1.187561,-0.524138,0.003507,-1.187619,-0.524095,0.003499,-1.187654,-0.524057,0.003508,-1.187722,-0.524004,0.003528,-1.187786,-0.523958,0.003555,-1.187855,-0.523916,0.003592,-1.187899,-0.523860,0.003645,-1.187967,-0.523806,0.003697,-1.188021,-0.523751,0.003742,-1.188101,-0.523687,0.003785,-1.188189,-0.523619,0.003818,-1.188270,-0.523520,0.003843,-1.188326,-0.523376,0.003859,-1.188384,-0.523206,0.003866,-1.188422,0
-0.522206,0.004054,-1.188489,-0.522092,0.004139,-1.188504,-0.522010,0.004244,-1.188473,-0.521944,0.004355,-1.188487,-0.521893,0.004466,-1.188468,-0.521879,0.004585,-1.188481,-0.521883,0.004700,-1.188407,-0.521911,0.004810,-1.188405,-0.521952,0.004913,-1.188346,-0.522012,0.005033,-1.188340,-0.522070,0.005170,-1.188309,-0.522146,0.005314,-1.188295,-0.522217,0.005466,-1.188210,-0.522279,0.005643,-1.188192,-0.522364,0.005827,-1.188094,-0.522454,0.006023,-1.188063,-0.522531,0.006231,-1.187985,-0.522604,0.006430,-1.187952,-0.522656,0.006645,-1.187938,-0.522693,0.006847,-1.187916,0
-0.522585,0.007759,-1.187916,-0.522518,0.007880,-1.187915,-0.522434,0.008006,-1.187921,-0.522347,0.008119,-1.187932,-0.522284,0.008234,-1.187933,-0.522227,0.008339,-1.187941,-0.522195,0.008436,-1.187944,-0.522189,0.008525,-1.187965,-0.522181,0.008609,-1.187966,-0.522199,0.008695,-1.187974,-0.522219,0.008758,-1.187950,-0.522251,0.008814,-1.187933,-0.522301,0.008858,-1.187908,-0.522364,0.008892,-1.187929,-0.522433,0.008907,-1.187878,-0.522523,0.008904,-1.187874,-0.522633,0.008862,-1.187785,-0.522759,0.008820,-1.187730,-0.522883,0.008771,-1.187645,-0.522978,0.008693,-1.187593,0
-0.523415,0.008227,-1.187124,-0.523419,0.008143,-1.187005,-0.523405,0.008069,-1.186921,-0.523359,0.007975,-1.186774,-0.523306,0.007886,-1.186692,-0.523244,0.007807,-1.186544,-0.523187,0.007731,-1.186447,-0.523117,0.007675,-1.186299,-0.523044,0.007632,-1.186216,-0.522952,0.007575,-1.186061,-0.522853,0.007530,-1.185948,-0.522750,0.007502,-1.185812,-0.522630,0.007471,-1.185746,-0.522507,0.007441,-1.185620,-0.522392,0.007414,-1.185543,-0.522287,0.007388,-1.185426,-0.522185,0.007397,-1.185373,-0.522077,0.007412,-1.185278,-0.521987,0.007448,-1.185217,-0.521917,0.007490,-1.185128,0
-0.521500,0.008041,-1.184784,-0.521381,0.008176,-1.184721,-0.521239,0.008336,-1.184643,-0.521089,0.008495,-1.184614,-0.520949,0.008633,-1.184533,-0.520832,0.008762,-1.184508,-0.520723,0.008877,-1.184428,-0.520608,0.008996,-1.184408,-0.520492,0.009129,-1.184356,-0.520380,0.009263,-1.184378,-0.520268,0.009370,-1.184330,-0.520148,0.009484,-1.184334,-0.520040,0.009593,-1.184315,-0.519937,0.009712,-1.184299,-0.519848,0.009829,-1.184312,-0.519752,0.009949,-1.184294,-0.519646,0.010055,-1.184315,-0.519552,0.010147,-1.184356,-0.519478,0.010229,-1.184405,-0.519439,0.010294,-1.184496,0
-0.519476,0.010608,-1.185162,-0.519497,0.010645,-1.185221,-0.519523,0.010689,-1.185353,-0.519553,0.010729,-1.185430,-0.519589,0.010748,-1.185520,-0.519621,0.010757,-1.185570,-0.519630,0.010779,-1.185652,-0.519623,0.010793,-1.185699,-0.519598,0.010807,-1.185803,-0.519580,0.010822,-1.185839,-0.519552,0.010843,-1.185922,-0.519542,0.010867,-1.185952,-0.519536,0.010888,-1.186037,-0.519528,0.010897,-1.186051,-0.519514,0.010918,-1.186121,-0.519499,0.010944,-1.186121,-0.519478,0.010983,-1.186145,-0.519453,0.011029,-1.186115,-0.519404,0.011079,-1.186126,-0.519359,0.011131,-1.186073,0
-0.519115,0.011442,-1.185862,-0.519052,0.011476,-1.185791,-0.519006,0.011493,-1.185733,-0.518951,0.011507,-1.185696,-0.518911,0.011499,-1.185653,-0.518881,0.011477,-1.185647,-0.518869,0.011436,-1.185623,-0.518858,0.011373,-1.185587,-0.518844,0.011302,-1.185560,-0.518822,0.011230,-1.185529,-0.518801,0.011184,-1.185516,-0.518791,0.011125,-1.185497,-0.518762,0.011069,-1.185518,-0.518747,0.011021,-1.185512,-0.518742,0.010970,-1.185511,-0.518782,0.010922,-1.185518,-0.518869,0.010872,-1.185552,-0.518991,0.010821,-1.185543,-0.519109,0.010767,-1.185522,-0.519194,0.010701,-1.185495,0
-0.519438,0.010302,-1.185216,-0.519482,0.010251,-1.185132,-0.519530,0.010220,-1.185079,-0.519583,0.010200,-1.184980,-0.519636,0.010181,-1.184913,-0.519689,0.010165,-1.184741,-0.519721,0.010140,-1.184674,-0.519712,0.010103,-1.184502,-0.519680,0.010029,-1.184422,-0.519599,0.009929,-1.184183,-0.519500,0.009806,-1.184103,-0.519371,0.009646,-1.183892,-0.519265,0.009473,-1.183819,-0.519152,0.009277,-1.183657,-0.519027,0.009081,-1.183595,-0.518893,0.008875,-1.183476,-0.518772,0.008663,-1.183426,-0.518683,0.008472,-1.183383,-0.518627,0.008301,-1.183363,-0.518587,0.008144,-1.183311,0
-0.518487,0.007731,-1.183262,-0.518427,0.007730,-1.183289,-0.518372,0.007735,-1.183307,-0.518304,0.007756,-1.183352,-0.518242,0.007798,-1.183409,-0.518177,0.007836,-1.183456,-0.518116,0.007873,-1.183450,-0.518050,0.007910,-1.183481,-0.517985,0.007943,-1.183497,-0.517901,0.007971,-1.183526,-0.517825,0.007991,-1.183550,-0.517739,0.008004,-1.183587,-0.517628,0.008013,-1.183620,-0.517510,0.008016,-1.183651,-0.517374,0.008022,-1.183686,-0.517242,0.008037,-1.183739,-0.517118,0.008057,-1.183788,-0.516983,0.008073,-1.183848,-0.516870,0.008089,-1.183886,-0.516791,0.008112,-1.183956,0
-0.517046,0.008224,-1.184373,-0.517158,0.008229,-1.184439,-0.517284,0.008241,-1.184504,-0.517405,0.008266,-1.184577,-0.517529,0.008289,-1.184639,-0.517634,0.008326,-1.184669,-0.517738,0.008371,-1.184715,-0.517835,0.008440,-1.184754,-0.517907,0.008523,-1.184816,-0.517978,0.008590,-1.184852,-0.518031,0.008682,-1.184929,-0.518079,0.008757,-1.184990,-0.518136,0.008827,-1.185069,-0.518180,0.008892,-1.185167,-0.518191,0.008953,-1.185262,-0.518177,0.009024,-1.185348,-0.518148,0.009089,-1.185438,-0.518122,0.009157,-1.185489,-0.518122,0.009240,-1.185574,-0.518136,0.009332,-1.185646,0
-0.518180,0.010119,-1.185818,-0.518186,0.010254,-1.185817,-0.518181,0.010377,-1.185858,-0.518197,0.010489,-1.185858,-0.518239,0.010589,-1.185918,-0.518289,0.010678,-1.185922,-0.518351,0.010763,-1.186001,-0.518408,0.010838,-1.186005,-0.518461,0.010903,-1.186065,-0.518494,0.010958,-1.186070,-0.518515,0.010985,-1.186093,-0.518533,0.010984,-1.186071,-0.518560,0.010972,-1.186107,-0.518574,0.010941,-1.186071,-0.518611,0.010898,-1.186051,-0.518636,0.010868,-1.186018,-0.518685,0.010834,-1.186012,-0.518731,0.010806,-1.185972,-0.518751,0.010786,-1.185988,-0.518746,0.010778,-1.185953,0
-0.518153,0.010899,-1.185933,-0.517959,0.010917,-1.185931,-0.517740,0.010925,-1.185890,-0.517509,0.010939,-1.185881,-0.517269,0.010930,-1.185830,-0.517021,0.010911,-1.185827,-0.516801,0.010885,-1.185794,-0.516588,0.010859,-1.185822,-0.516418,0.010833,-1.185819,-0.516271,0.010817,-1.185865,-0.516163,0.010822,-1.185884,-0.516088,0.010849,-1.185955,-0.516033,0.010886,-1.185993,-0.516014,0.010947,-1.186118,-0.516028,0.011028,-1.186185,-0.516061,0.011121,-1.186267,-0.516098,0.011231,-1.186324,-0.516150,0.011376,-1.186411,-0.516224,0.011535,-1.186460,-0.516292,0.011718,-1.186519,0
-0.516442,0.013036,-1.186577,-0.516438,0.013246,-1.186536,-0.516445,0.013428,-1.186514,-0.516451,0.013581,-1.186477,-0.516451,0.013716,-1.186453,-0.516448,0.013841,-1.186438,-0.516424,0.013928,-1.186438,-0.516386,0.013999,-1.186460,-0.516343,0.014047,-1.186517,-0.516301,0.014079,-1.186570,-0.516270,0.014096,-1.186636,-0.516266,0.014094,-1.186698,-0.516264,0.014096,-1.186775,-0.516287,0.014086,-1.186837,-0.516301,0.014073,-1.186914,-0.516316,0.014050,-1.186979,-0.516338,0.014032,-1.187085,-0.516359,0.014008,-1.187162,-0.516394,0.013964,-1.187248,-0.516409,0.013938,-1.187330,0
-0.516555,0.013856,-1.187685,-0.516534,0.013881,-1.187750,-0.516508,0.013908,-1.187830,-0.516500,0.013889,-1.187894,-0.516481,0.013895,-1.187949,-0.516444,0.013893,-1.188003,-0.516403,0.013898,-1.188048,-0.516388,0.013919,-1.188145,-0.516357,0.013935,-1.188190,-0.516345,0.013951,-1.188238,-0.516317,0.013994,-1.188290,-0.516285,0.014024,-1.188323,-0.516252,0.014054,-1.188349,-0.516207,0.014086,-1.188357,-0.516215,0.014137,-1.188376,-0.516234,0.014214,-1.188394,-0.516259,0.014303,-1.188398,-0.516278,0.014403,-1.188390,-0.516311,0.014527,-1.188372,-0.516334,0.014660,-1.188349,0
-0.516187,0.015341,-1.187891,-0.516154,0.015423,-1.187808,-0.516122,0.015487,-1.187728,-0.516077,0.015540,-1.187655,-0.515996,0.015564,-1.187579,-0.515892,0.015584,-1.187514,-0.515789,0.015594,-1.187458,-0.515690,0.015589,-1.187410,-0.515616,0.015575,-1.187377,-0.515547,0.015554,-1.187354,-0.515494,0.015522,-1.187335,-0.515448,0.015481,-1.187320,-0.515417,0.015438,-1.187315,-0.515404,0.015368,-1.187300,-0.515399,0.015283,-1.187280,-0.515399,0.015190,-1.187273,-0.515394,0.015078,-1.187268,-0.515398,0.014975,-1.187292,-0.515375,0.014853,-1.187305,-0.515327,0.014742,-1.187326,0
-0.515195,0.014000,-1.187282,-0.515213,0.013917,-1.187251,-0.515221,0.013854,-1.187214,-0.515207,0.013807,-1.187183,-0.515190,0.013751,-1.187152,-0.515148,0.013687,-1.187115,-0.515069,0.013610,-1.187065,-0.514965,0.013511,-1.187011,-0.514837,0.013376,-1.186944,-0.514702,0.013225,-1.186859,-0.514588,0.013045,-1.186763,-0.514460,0.012845,-1.186656,-0.514329,0.012645,-1.186550,-0.514199,0.012457,-1.186454,-0.514066,0.012266,-1.186358,-0.513966,0.012075,-1.186276,-0.513889,0.011912,-1.186215,-0.513834,0.011770,-1.186168,-0.513764,0.011657,-1.186126,-0.513685,0.011571,-1.186095,0
-0.513315,0.011710,-1.186186,-0.513245,0.011831,-1.186246,-0.513167,0.011963,-1.186309,-0.513080,0.012110,-1.186383,-0.512987,0.012274,-1.186461,-0.512907,0.012419,-1.186532,-0.512839,0.012568,-1.186606,-0.512791,0.012712,-1.186675,-0.512725,0.012851,-1.186750,-0.512639,0.012972,-1.186828,-0.512554,0.013069,-1.186909,-0.512472,0.013142,-1.186997,-0.512379,0.013204,-1.187086,-0.512272,0.013255,-1.187183,-0.512201,0.013311,-1.187293,-0.512146,0.013377,-1.187413,-0.512083,0.013421,-1.187531,-0.511985,0.013448,-1.187629,-0.511891,0.013456,-1.187715,-0.511813,0.013434,-1.187783,0
-0.511583,0.013181,-1.188145,-0.511540,0.013103,-1.188205,-0.511486,0.013014,-1.188251,-0.511444,0.012915,-1.188286,-0.511411,0.012829,-1.188330,-0.511399,0.012751,-1.188370,-0.511389,0.012682,-1.188399,-0.511384,0.012630,-1.188429,-0.511379,0.012589,-1.188460,-0.511363,0.012550,-1.188483,-0.511344,0.012521,-1.188522,-0.511310,0.012499,-1.188571,-0.511258,0.012465,-1.188628,-0.511175,0.012421,-1.188685,-0.511066,0.012363,-1.188742,-0.510959,0.012300,-1.188800,-0.510856,0.012238,-1.188869,-0.510757,0.012176,-1.188942,-0.510662,0.012099,-1.189001,-0.510576,0.012045,-1.189070,0
-0.510739,0.011972,-1.189305,-0.510829,0.012000,-1.189300,-0.510896,0.012009,-1.189279,-0.510937,0.012025,-1.189285,-0.510961,0.012040,-1.189264,-0.510957,0.012039,-1.189268,-0.510942,0.012033,-1.189238,-0.510912,0.011997,-1.189244,-0.510874,0.011941,-1.189218,-0.510817,0.011851,-1.189180,-0.510764,0.011726,-1.189150,-0.510712,0.011565,-1.189121,-0.510670,0.011391,-1.189096,-0.510631,0.011173,-1.189079,-0.510576,0.010947,-1.189047,-0.510502,0.010715,-1.189000,-0.510435,0.010472,-1.188962,-0.510377,0.010236,-1.188939,-0.510334,0.009990,-1.188896,-0.510315,0.009767,-1.188880,0
-0.509921,0.008685,-1.188553,-0.509807,0.008534,-1.188476,-0.509703,0.008382,-1.188416,-0.509609,0.008220,-1.188353,-0.509557,0.008054,-1.188296,-0.509528,0.007893,-1.188234,-0.509500,0.007736,-1.188198,-0.509463,0.007592,-1.188146,-0.509432,0.007454,-1.188099,-0.509403,0.007349,-1.188070,-0.509393,0.007240,-1.188059,-0.509392,0.007135,-1.188039,-0.509409,0.007054,-1.188045,-0.509404,0.006971,-1.188035,-0.509381,0.006897,-1.187994,-0.509340,0.006839,-1.187979,-0.509305,0.006801,-1.187980,-0.509277,0.006763,-1.187975,-0.509254,0.006723,-1.187980,-0.509268,0.006683,-1.187998,0
-0.509258,0.006462,-1.188371,-0.509228,0.006448,-1.188480,-0.509212,0.006462,-1.188564,-0.509197,0.006488,-1.188676,-0.509184,0.006533,-1.188768,-0.509171,0.006588,-1.188883,-0.509167,0.006649,-1.188972,-0.509176,0.006714,-1.189095,-0.509193,0.006768,-1.189162,-0.509202,0.006830,-1.189258,-0.509227,0.006888,-1.189313,-0.509260,0.006936,-1.189374,-0.509264,0.006980,-1.189404,-0.509245,0.007009,-1.189365,-0.509222,0.007029,-1.189386,-0.509200,0.007048,-1.189379,-0.509175,0.007065,-1.189400,-0.509140,0.007076,-1.189487,-0.509071,0.007098,-1.189565,-0.508989,0.007127,-1.189605,0
-0.508744,0.007286,-1.190057,-0.508726,0.007328,-1.190154,-0.508688,0.007367,-1.190182,-0.508651,0.007409,-1.190208,-0.508623,0.007458,-1.190217,-0.508594,0.007511,-1.190261,-0.508570,0.007575,-1.190264,-0.508552,0.007628,-1.190275,-0.508538,0.007655,-1.190261,-0.508518,0.007643,-1.190283,-0.508522,0.007623,-1.190279,-0.508534,0.007587,-1.190301,-0.508566,0.007549,-1.190319,-0.508603,0.007501,-1.190380,-0.508631,0.007440,-1.190421,-0.508648,0.007364,-1.190507,-0.508653,0.007270,-1.190549,-0.508673,0.007172,-1.190631,-0.508690,0.007068,-1.190685,-0.508712,0.006963,-1.190770,0
-0.508919,0.006420,-1.191201,-0.508988,0.006371,-1.191242,-0.509070,0.006334,-1.191303,-0.509156,0.006301,-1.191323,-0.509232,0.006271,-1.191374,-0.509298,0.006249,-1.191368,-0.509358,0.006226,-1.191347,-0.509403,0.006195,-1.191295,-0.509440,0.006171,-1.191241,-0.509459,0.006148,-1.191163,-0.509489,0.006145,-1.191147,-0.509527,0.006135,-1.191082,-0.509576,0.006126,-1.191015,-0.509634,0.006122,-1.190952,-0.509683,0.006121,-1.190896,-0.509731,0.006113,-1.190846,-0.509784,0.006098,-1.190808,-0.509839,0.006093,-1.190788,-0.509915,0.006082,-1.190774,-0.510003,0.006052,-1.190748,0
-0.510575,0.006308,-1.190551,-0.510578,0.006359,-1.190505,-0.510539,0.006409,-1.190436,-0.510450,0.006464,-1.190387,-0.510320,0.006510,-1.190331,-0.510173,0.006540,-1.190268,-0.509988,0.006544,-1.190191,-0.509783,0.006535,-1.190069,-0.509594,0.006535,-1.190010,-0.509462,0.006546,-1.189909,-0.509353,0.006556,-1.189872,-0.509263,0.006566,-1.189782,-0.509208,0.006614,-1.189789,-0.509145,0.006710,-1.189611,-0.509052,0.006847,-1.189616,-0.508950,0.007028,-1.189572,-0.508851,0.007234,-1.189553,-0.508777,0.007455,-1.189491,-0.508704,0.007691,-1.189454,-0.508602,0.007936,-1.189353,0
-0.507331,0.009363,-1.188950,-0.507007,0.009575,-1.188915,-0.506683,0.009763,-1.188852,-0.506357,0.009925,-1.188832,-0.506058,0.010070,-1.188789,-0.505783,0.010195,-1.188796,-0.505498,0.010302,-1.188774,-0.505217,0.010398,-1.188797,-0.504931,0.010469,-1.188792,-0.504659,0.010526,-1.188838,-0.504412,0.010586,-1.188867,-0.504167,0.010649,-1.188944,-0.503935,0.010690,-1.188996,-0.503696,0.010708,-1.189074,-0.503492,0.010724,-1.189117,-0.503299,0.010723,-1.189195,-0.503118,0.010700,-1.189208,-0.502950,0.010670,-1.189260,-0.502809,0.010632,-1.189250,-0.502708,0.010581,-1.189290,0
-1.249109,-0.809162,-0.923637,-1.250112,-0.809273,-0.924701,-1.250799,-0.809541,-0.921142,-1.251373,-0.809838,-0.921670,-1.251601,-0.810297,-0.915940,-1.251624,-0.810800,-0.915887,-1.251457,-0.811344,-0.914940,-1.251305,-0.811952,-0.914707,-1.251018,-0.812664,-0.915911,-1.250552,-0.813372,-0.915269,-1.250038,-0.814015,-0.915598,-1.249479,-0.814616,-0.914780,-1.249063,-0.814975,-0.912776,-1.248715,-0.815131,-0.912274,-1.248684,-0.815340,-0.910020,-1.248878,-0.815527,-0.909936,-1.249190,-0.815601,-0.908950,-1.249505,-0.815496,-0.909060,-1.249822,-0.815293,-0.910778,-1.250000,-0.815080,-0.910795,1
-1.251340,-0.813970,-0.919170,-1.251090,-0.814000,-0.918858,-1.250778,-0.813989,-0.919536,-1.250421,-0.813930,-0.919149,-1.250052,-0.813867,-0.920040,-1.249817,-0.813821,-0.919764,-1.249667,-0.813757,-0.920612,-1.249598,-0.813714,-0.920548,-1.249479,-0.813680,-0.921259,-1.249291,-0.813637,-0.921126,-1.249024,-0.813580,-0.921369,-1.248767,-0.813463,-0.921231,-1.248598,-0.813302,-0.922282,-1.248425,-0.813147,-0.922204,-1.248349,-0.812994,-0.923234,-1.248309,-0.812855,-0.923219,-1.248328,-0.812712,-0.924191,-1.248348,-0.812573,-0.924161,-1.248459,-0.812466,-0.925141,-1.248639,-0.812401,-0.925202,1
-1.249836,-0.812203,-0.928024,-1.249925,-0.812199,-0.928554,-1.249949,-0.812185,-0.928468,-1.249942,-0.812150,-0.928753,-1.249950,-0.812164,-0.928653,-1.249930,-0.812203,-0.928977,-1.249898,-0.812256,-0.928861,-1.249898,-0.812307,-0.928677,-1.249904,-0.812334,-0.928643,-1.249852,-0.812342,-0.928970,-1.249796,-0.812341,-0.928918,-1.249705,-0.812375,-0.928890,-1.249630,-0.812420,-0.928814,-1.249560,-0.812512,-0.928770,-1.249480,-0.812599,-0.928668,-1.249384,-0.812661,-0.928866,-1.249301,-0.812728,-0.928765,-1.249218,-0.812770,-0.928897,-1.249112,-0.812813,-0.928799,-1.248922,-0.812847,-0.928737,1
-1.247931,-0.813161,-0.927665,-1.247821,-0.813196,-0.927533,-1.247730,-0.813244,-0.927546,-1.247623,-0.813301,-0.927461,-1.247500,-0.813341,-0.927588,-1.247394,-0.813408,-0.927513,-1.247290,-0.813486,-0.927392,-1.247159,-0.813567,-0.927273,-1.247022,-0.813655,-0.927290,-1.246891,-0.813763,-0.927141,-1.246769,-0.813889,-0.927111,-1.246680,-0.813996,-0.926981,-1.246622,-0.814090,-0.927141,-1.246580,-0.814167,-0.926999,-1.246595,-0.814228,-0.926779,-1.246631,-0.814274,-0.926673,-1.246711,-0.814311,-0.926923,-1.246803,-0.814352,-0.926842,-1.246859,-0.814371,-0.926993,-1.246886,-0.814380,-0.926883,1
-1.246160,-0.814184,-0.926663,-1.246017,-0.814087,-0.926860,-1.245868,-0.813992,-0.926721,-1.245656,-0.813886,-0.927367,-1.245445,-0.813776,-0.927209,-1.245248,-0.813656,-0.927886,-1.245073,-0.813529,-0.927777,-1.244903,-0.813385,-0.928475,-1.244759,-0.813251,-0.928373,-1.244628,-0.813117,-0.928987,-1.244521,-0.813001,-0.928911,-1.244416,-0.812898,-0.928814,-1.244325,-0.812805,-0.928727,-1.244244,-0.812696,-0.928663,-1.244139,-0.812594,-0.928602,-1.244030,-0.812511,-0.928550,-1.243937,-0.812443,-0.928530,-1.243836,-0.812399,-0.928510,-1.243741,-0.812377,-0.928498,-1.243639,-0.812375,-0.928498,1
-1.243196,-0.812521,-0.928409,-1.243209,-0.812551,-0.928412,-1.243221,-0.812563,-0.928417,-1.243256,-0.812570,-0.928454,-1.243314,-0.812577,-0.928525,-1.243368,-0.812566,-0.928616,-1.243419,-0.812545,-0.928736,-1.243463,-0.812504,-0.928882,-1.243487,-0.812478,-0.929023,-1.243470,-0.812474,-0.929103,-1.243393,-0.812472,-0.929116,-1.243284,-0.812473,-0.929076,-1.243158,-0.812486,-0.929023,-1.243020,-0.812508,-0.928944,-1.242883,-0.812559,-0.928833,-1.242783,-0.812636,-0.928742,-1.242731,-0.812728,-0.928671,-1.242697,-0.812851,-0.928590,-1.242694,-0.812989,-0.928511,-1.242717,-0.813156,-0.928432,1
-1.243901,-0.814377,-0.928186,-1.244255,-0.814511,-0.928215,-1.244620,-0.814607,-0.928243,-1.244968,-0.814651,-0.928261,-1.245275,-0.814666,-0.928219,-1.245559,-0.814629,-0.921491,-1.245808,-0.814560,-0.921352,-1.246034,-0.814470,-0.921159,-1.246254,-0.814382,-0.920926,-1.246467,-0.814288,-0.920681,-1.246673,-0.814198,-0.920452,-1.246856,-0.814112,-0.920231,-1.247003,-0.814050,-0.920016,-1.247105,-0.814019,-0.919782,-1.247186,-0.814023,-0.919566,-1.247266,-0.814064,-0.919385,-1.247340,-0.814142,-0.919228,-1.247456,-0.814261,-0.919162,-1.247580,-0.814424,-0.919181,-1.247721,-0.814618,-0.919284,1
-1.248529,-0.816447,-0.921223,-1.248621,-0.816844,-0.921602,-1.248650,-0.817253,-0.921926,-1.248667,-0.817624,-0.922211,-1.248676,-0.817967,-0.922437,-1.248697,-0.818300,-0.922603,-1.248689,-0.818604,-0.922687,-1.248668,-0.818877,-0.922728,-1.248631,-0.819125,-0.922742,-1.248573,-0.819310,-0.922738,-1.248532,-0.819463,-0.922751,-1.248503,-0.819586,-0.922782,-1.248470,-0.819692,-0.922789,-1.248423,-0.819765,-0.922782,-1.248357,-0.819814,-0.922744,-1.248269,-0.819822,-0.922682,-1.248146,-0.819809,-0.922566,-1.248003,-0.819758,-0.922416,-1.247893,-0.819699,-0.922277,-1.247782,-0.819629,-0.922121,1
-1.247216,-0.819144,-0.921810,-1.247016,-0.819066,-0.921800,-1.246819,-0.818983,-0.921800,-1.246651,-0.818883,-0.921824,-1.246519,-0.818747,-0.921867,-1.246382,-0.818596,-0.921855,-1.246239,-0.818466,-0.921778,-1.246116,-0.818336,-0.921694,-1.245971,-0.818201,-0.921554,-1.245821,-0.818043,-0.921407,-1.245662,-0.817863,-0.921254,-1.245520,-0.817660,-0.921138,-1.245349,-0.817457,-0.921028,-1.245190,-0.817283,-0.920960,-1.244993,-0.817126,-0.920889,-1.244749,-0.816996,-0.920789,-1.244505,-0.816893,-0.920689,-1.244250,-0.816828,-0.920588,-1.243988,-0.816782,-0.920473,-1.243726,-0.816763,-0.920365,1
