r0,p0,y0,r1,p1,y1,r2,p2,y2,r3,p3,y3,r4,p4,y4,r5,p5,y5,r6,p6,y6,r7,p7,y7,r8,p8,y8,r9,p9,y9,r10,p10,y10,r11,p11,y11,r12,p12,y12,r13,p13,y13,r14,p14,y14,r15,p15,y15,r16,p16,y16,r17,p17,y17,r18,p18,y18,r19,p19,y19,target
-1.242629,-0.816816,-0.920468,-1.242482,-0.816806,-0.920537,-1.242317,-0.816791,-0.920557,-1.242173,-0.816785,-0.920546,-1.242060,-0.816781,-0.920510,-1.241991,-0.816770,-0.920463,-1.241959,-0.816746,-0.920415,-1.241994,-0.816692,-0.920411,-1.242061,-0.816596,-0.920424,-1.242175,-0.816473,-0.920470,-1.242334,-0.816345,-0.920548,-1.242489,-0.816225,-0.920615,-1.242647,-0.816109,-0.920682,-1.242782,-0.815996,-0.920736,-1.242917,-0.815880,-0.920799,-1.243036,-0.815760,-0.920864,-1.243131,-0.815643,-0.920902,-1.243217,-0.815527,-0.920932,-1.243258,-0.815428,-0.920914,-1.243234,-0.815331,-0.920832,1
-1.242954,-0.815305,-0.920007,-1.242880,-0.815371,-0.919924,-1.242774,-0.815439,-0.919858,-1.242627,-0.815526,-0.919791,-1.242466,-0.815602,-0.919745,-1.242273,-0.815693,-0.919673,-1.242089,-0.815783,-0.919601,-1.241925,-0.815878,-0.919523,-1.241758,-0.815960,-0.919424,-1.241606,-0.816038,-0.919304,-1.241444,-0.816111,-0.919155,-1.241306,-0.816183,-0.919003,-1.241185,-0.816255,-0.918854,-1.241109,-0.816312,-0.918745,-1.241091,-0.816371,-0.918679,-1.241110,-0.816412,-0.918661,-1.241135,-0.816464,-0.918648,-1.241184,-0.816532,-0.918671,-1.241212,-0.816594,-0.918687,-1.241226,-0.816647,-0.918712,1
-1.241602,-0.816959,-0.919012,-1.241706,-0.816996,-0.919077,-1.241762,-0.817029,-0.919094,-1.241777,-0.817052,-0.919091,-1.241758,-0.817071,-0.919063,-1.241721,-0.817089,-0.919022,-1.241680,-0.817096,-0.918979,-1.241587,-0.817105,-0.918902,-1.241464,-0.817123,-0.918790,-1.241364,-0.817147,-0.918691,-1.241289,-0.817160,-0.918604,-1.241202,-0.817182,-0.918506,-1.241081,-0.817228,-0.918380,-1.240890,-0.817285,-0.918214,-1.240633,-0.817343,-0.918005,-1.240346,-0.817404,-0.917809,-1.240062,-0.817482,-0.917612,-1.239806,-0.817572,-0.917439,-1.239546,-0.817677,-0.917262,-1.239316,-0.817786,-0.917130,1
-1.238447,-0.818397,-0.916472,-1.238449,-0.818457,-0.916397,-1.238493,-0.818502,-0.916351,-1.238589,-0.818532,-0.916337,-1.238692,-0.818525,-0.916333,-1.238817,-0.818503,-0.916339,-1.238989,-0.818469,-0.916375,-1.239194,-0.818441,-0.916416,-1.239439,-0.818419,-0.916477,-1.239689,-0.818386,-0.916560,-1.239972,-0.818353,-0.916674,-1.240272,-0.818322,-0.916817,-1.240539,-0.818285,-0.916944,-1.240805,-0.818254,-0.917077,-1.241069,-0.818224,-0.917218,-1.241308,-0.818208,-0.917352,-1.241519,-0.818210,-0.917483,-1.241693,-0.818216,-0.917609,-1.241841,-0.818248,-0.917729,-1.241944,-0.818309,-0.917823,1
-1.242045,-0.818973,-0.920437,-1.241978,-0.819137,-0.920984,-1.241865,-0.819299,-0.920990,-1.241745,-0.819456,-0.921741,-1.241604,-0.819608,-0.921701,-1.241458,-0.819765,-0.922245,-1.241270,-0.819921,-0.922140,-1.241095,-0.820058,-0.922691,-1.240896,-0.820187,-0.922568,-1.240677,-0.820319,-0.923105,-1.240471,-0.820415,-0.922959,-1.240310,-0.820502,-0.923451,-1.240168,-0.820576,-0.923340,-1.240052,-0.820617,-0.923952,-1.239962,-0.820641,-0.923861,-1.239856,-0.820628,-0.924378,-1.239771,-0.820593,-0.924301,-1.239687,-0.820533,-0.924822,-1.239625,-0.820438,-0.924762,-1.239601,-0.820320,-0.925300,1
-1.239820,-0.819258,-0.926630,-1.239890,-0.819096,-0.926553,-1.239983,-0.818938,-0.927016,-1.240098,-0.818806,-0.927015,-1.240234,-0.818709,-0.927564,-1.240352,-0.818619,-0.927607,-1.240467,-0.818561,-0.928034,-1.240581,-0.818507,-0.928156,-1.240695,-0.818455,-0.928777,-1.240748,-0.818408,-0.928923,-1.240740,-0.818379,-0.929449,-1.240710,-0.818368,-0.929516,-1.240651,-0.818375,-0.929893,-1.240526,-0.818385,-0.929843,-1.240365,-0.818415,-0.930121,-1.240171,-0.818464,-0.929951,-1.239946,-0.818515,-0.930153,-1.239711,-0.818563,-0.929917,-1.239480,-0.818619,-0.929993,-1.239274,-0.818708,-0.929772,1
-1.238471,-0.819308,-0.930542,-1.238421,-0.819396,-0.930976,-1.238362,-0.819470,-0.931032,-1.238278,-0.819534,-0.931377,-1.238181,-0.819588,-0.931384,-1.238070,-0.819627,-0.931705,-1.237968,-0.819626,-0.931669,-1.237927,-0.819623,-0.931909,-1.237893,-0.819603,-0.931871,-1.237876,-0.819575,-0.932169,-1.237862,-0.819538,-0.932464,-1.237834,-0.819488,-0.932376,-1.237830,-0.819436,-0.932626,-1.237832,-0.819379,-0.932553,-1.237854,-0.819318,-0.932786,-1.237878,-0.819256,-0.932735,-1.237913,-0.819195,-0.932932,-1.237953,-0.819116,-0.932938,-1.238001,-0.819021,-0.933150,-1.238081,-0.818930,-0.933221,1
-1.238310,-0.818511,-0.933816,-1.238353,-0.818497,-0.933918,-1.238365,-0.818501,-0.934003,-1.238349,-0.818512,-0.934003,-1.238345,-0.818543,-0.934134,-1.238294,-0.818594,-0.933995,-1.238215,-0.818651,-0.934056,-1.238109,-0.818718,-0.934132,-1.238032,-0.818784,-0.934135,-1.237976,-0.818846,-0.934415,-1.237919,-0.818901,-0.934364,-1.237891,-0.818965,-0.934587,-1.237906,-0.819001,-0.934580,-1.237938,-0.819015,-0.934783,-1.237984,-0.819037,-0.934801,-1.238048,-0.819072,-0.935151,-1.238080,-0.819110,-0.935182,-1.238054,-0.819134,-0.935338,-1.237993,-0.819133,-0.935310,-1.237915,-0.819108,-0.935383,1
-1.237604,-0.818618,-0.935446,-1.237624,-0.818463,-0.935430,-1.237699,-0.818281,-0.935545,-1.237784,-0.818077,-0.935578,-1.237828,-0.817851,-0.935699,-1.237844,-0.817625,-0.935710,-1.237810,-0.817406,-0.935819,-1.237715,-0.817221,-0.935775,-1.237575,-0.817055,-0.935921,-1.237344,-0.816913,-0.935831,-1.237026,-0.816802,-0.935995,-1.236652,-0.816734,-0.935794,-1.236266,-0.816697,-0.935817,-1.235884,-0.816681,-0.935576,-1.235521,-0.816710,-0.935459,-1.235181,-0.816742,-0.935235,-1.234841,-0.816774,-0.935210,-1.234517,-0.816799,-0.934993,-1.234185,-0.816836,-0.934871,-1.233897,-0.816862,-0.934653,1
-1.233203,-0.816716,-0.933642,-1.233197,-0.816650,-0.933512,-1.233215,-0.816575,-0.933547,-1.233246,-0.816497,-0.933506,-1.233303,-0.816435,-0.933551,-1.233396,-0.816376,-0.933518,-1.233522,-0.816321,-0.933607,-1.233637,-0.816284,-0.933613,-1.233780,-0.816267,-0.933674,-1.233950,-0.816278,-0.933095,-1.234122,-0.816314,-0.933155,-1.234308,-0.816365,-0.933223,-1.234500,-0.816445,-0.933305,-1.234717,-0.816522,-0.933308,-1.234971,-0.816633,-0.933461,-1.235252,-0.816765,-0.933510,-1.235539,-0.816893,-0.933735,-1.235817,-0.817043,-0.933782,-1.236056,-0.817196,-0.934031,-1.236218,-0.817350,-0.934148,1
-1.235471,-0.817949,-0.933138,-1.235260,-0.817949,-0.932774,-1.235009,-0.817972,-0.932373,-1.234770,-0.818003,-0.931939,-1.234547,-0.817990,-0.931521,-1.234289,-0.817953,-0.931098,-1.234015,-0.817908,-0.930730,-1.233736,-0.817871,-0.930310,-1.233503,-0.817856,-0.929983,-1.233293,-0.817831,-0.929659,-1.233122,-0.817811,-0.929376,-1.233028,-0.817799,-0.929193,-1.232996,-0.817808,-0.929071,-1.232998,-0.817836,-0.929033,-1.233009,-0.817880,-0.929056,-1.233053,-0.817930,-0.929108,-1.233112,-0.817996,-0.929089,-1.233190,-0.818059,-0.929182,-1.233290,-0.818146,-0.929227,-1.233445,-0.818225,-0.929385,1
-1.234305,-0.818689,-0.930362,-1.234347,-0.818745,-0.930417,-1.234344,-0.818812,-0.930422,-1.234334,-0.818874,-0.930373,-1.234292,-0.818926,-0.930283,-1.234277,-0.818971,-0.930289,-1.234242,-0.819022,-0.930174,-1.234221,-0.819068,-0.930049,-1.234153,-0.819124,-0.929909,-1.234053,-0.819149,-0.929828,-1.233935,-0.819159,-0.929687,-1.233843,-0.819159,-0.929725,-1.233747,-0.819164,-0.929607,-1.233687,-0.819149,-0.929695,-1.233613,-0.819113,-0.929623,-1.233473,-0.819051,-0.929658,-1.233305,-0.818981,-0.929504,-1.233110,-0.818908,-0.929571,-1.232914,-0.818812,-0.929385,-1.232758,-0.818722,-0.929405,1
-1.232704,-0.818098,-0.929939,-1.232746,-0.818028,-0.930022,-1.232791,-0.817988,-0.930243,-1.232805,-0.817959,-0.930308,-1.232815,-0.817938,-0.930559,-1.232824,-0.817932,-0.930649,-1.232758,-0.817942,-0.930860,-1.232605,-0.817971,-0.930850,-1.232378,-0.818024,-0.930962,-1.232112,-0.818099,-0.930886,-1.231798,-0.818202,-0.930913,-1.231457,-0.818325,-0.930720,-1.231130,-0.818477,-0.930652,-1.230847,-0.818634,-0.930450,-1.230605,-0.818806,-0.930403,-1.230379,-0.818992,-0.930256,-1.230134,-0.819173,-0.930240,-1.229845,-0.819362,-0.930066,-1.229547,-0.819538,-0.929943,-1.229276,-0.819702,-0.929734,1
-1.228723,-0.820114,-0.929109,-1.228712,-0.820083,-0.929002,-1.228709,-0.820046,-0.928789,-1.228739,-0.819989,-0.928644,-1.228809,-0.819925,-0.928477,-1.228894,-0.819877,-0.928372,-1.229028,-0.819835,-0.928278,-1.229173,-0.819798,-0.928306,-1.229309,-0.819768,-0.928276,-1.229439,-0.819757,-0.928266,-1.229545,-0.819772,-0.928284,-1.229633,-0.819807,-0.928352,-1.229719,-0.819858,-0.928426,-1.229788,-0.819938,-0.928563,-1.229854,-0.820026,-0.928656,-1.229887,-0.820120,-0.928722,-1.229893,-0.820228,-0.928827,-1.229870,-0.820350,-0.928844,-1.229891,-0.820481,-0.929005,-1.229906,-0.820592,-0.929045,1
-1.229944,-0.821272,-0.929438,-1.229879,-0.821350,-0.929397,-1.229806,-0.821408,-0.929369,-1.229731,-0.821442,-0.929278,-1.229642,-0.821463,-0.929230,-1.229555,-0.821492,-0.929213,-1.229469,-0.821508,-0.929158,-1.229355,-0.821503,-0.929218,-1.229239,-0.821483,-0.929136,-1.229118,-0.821459,-0.929212,-1.229020,-0.821404,-0.929158,-1.228913,-0.821338,-0.929212,-1.228811,-0.821271,-0.929145,-1.228740,-0.821213,-0.929192,-1.228689,-0.821156,-0.929172,-1.228649,-0.821094,-0.929297,-1.228623,-0.821010,-0.929359,-1.228636,-0.820931,-0.929606,-1.228672,-0.820861,-0.929779,-1.228702,-0.820800,-0.930069,1
-1.228699,-0.820669,-0.931175,-1.228755,-0.820677,-0.931259,-1.228815,-0.820675,-0.931567,-1.228906,-0.820652,-0.931790,-1.228989,-0.820617,-0.932032,-1.229040,-0.820574,-0.932244,-1.229106,-0.820533,-0.932433,-1.229138,-0.820492,-0.932562,-1.229155,-0.820449,-0.932653,-1.229134,-0.820381,-0.932706,-1.229136,-0.820297,-0.932764,-1.229135,-0.820208,-0.932784,-1.229139,-0.820113,-0.932776,-1.229142,-0.820006,-0.932750,-1.229156,-0.819908,-0.932731,-1.229143,-0.819811,-0.932700,-1.229098,-0.819720,-0.932667,-1.229003,-0.819628,-0.932610,-1.228923,-0.819546,-0.932577,-1.228838,-0.819431,-0.932571,1
-1.228229,-0.818637,-0.932190,-1.228215,-0.818440,-0.932150,-1.228215,-0.818224,-0.932101,-1.228262,-0.817994,-0.932074,-1.228334,-0.817747,-0.932071,-1.228411,-0.817494,-0.932061,-1.228475,-0.817229,-0.932038,-1.228530,-0.816954,-0.932000,-1.228615,-0.816680,-0.932000,-1.228698,-0.816404,-0.932019,-1.228759,-0.816156,-0.932042,-1.228809,-0.815913,-0.932084,-1.228806,-0.815684,-0.932109,-1.228796,-0.815484,-0.932152,-1.228763,-0.815331,-0.932184,-1.228711,-0.815169,-0.932260,-1.228639,-0.815033,-0.932320,-1.228541,-0.814952,-0.932359,-1.228434,-0.814863,-0.932412,-1.228324,-0.814794,-0.932446,1
-1.228580,-0.814528,-0.933067,-1.228746,-0.814458,-0.933259,-1.228902,-0.814390,-0.933430,-1.229045,-0.814336,-0.933592,-1.229178,-0.814299,-0.933718,-1.229298,-0.814263,-0.933835,-1.229424,-0.814218,-0.933955,-1.229557,-0.814173,-0.934074,-1.229724,-0.814127,-0.934207,-1.229870,-0.814110,-0.934296,-1.229999,-0.814107,-0.934353,-1.230115,-0.814113,-0.934415,-1.230173,-0.814130,-0.934435,-1.230213,-0.814144,-0.934450,-1.230296,-0.814175,-0.934513,-1.230383,-0.814221,-0.934593,-1.230480,-0.814285,-0.934690,-1.230554,-0.814332,-0.934798,-1.230597,-0.814395,-0.934892,-1.230608,-0.814460,-0.934986,1
-1.230480,-0.814954,-0.935653,-1.230367,-0.815070,-0.935638,-1.230236,-0.815168,-0.935574,-1.230105,-0.815258,-0.935403,-1.230007,-0.815329,-0.935341,-1.229917,-0.815398,-0.935154,-1.229829,-0.815441,-0.935069,-1.229753,-0.815471,-0.934949,-1.229668,-0.815484,-0.934814,-1.229584,-0.815497,-0.934621,-1.229496,-0.815468,-0.934460,-1.229429,-0.815450,-0.934313,-1.229395,-0.815407,-0.934215,-1.229387,-0.815368,-0.934141,-1.229358,-0.815321,-0.934078,-1.229326,-0.815286,-0.933922,-1.229318,-0.815259,-0.933905,-1.229337,-0.815233,-0.933832,-1.229357,-0.815237,-0.933869,-1.229373,-0.815242,-0.933814,1
-1.229613,-0.815384,-0.934114,-1.229674,-0.815434,-0.934234,-1.229711,-0.815499,-0.934255,-1.229745,-0.815582,-0.934325,-1.229813,-0.815656,-0.934307,-1.229919,-0.815753,-0.934435,-1.230017,-0.815849,-0.934454,-1.230135,-0.815945,-0.934582,-1.230246,-0.816029,-0.934612,-1.230345,-0.816101,-0.934731,-1.230398,-0.816164,-0.934729,-1.230394,-0.816201,-0.934761,-1.230374,-0.816220,-0.934671,-1.230341,-0.816241,-0.934620,-1.230313,-0.816251,-0.934502,-1.230302,-0.816236,-0.934457,-1.230294,-0.816203,-0.934335,-1.230283,-0.816163,-0.934268,-1.230281,-0.816125,-0.934120,-1.230264,-0.816072,-0.934040,1
-1.230132,-0.815726,-0.933584,-1.230125,-0.815676,-0.933571,-1.230095,-0.815648,-0.933647,-1.230043,-0.815641,-0.933694,-1.229968,-0.815654,-0.933765,-1.229851,-0.815693,-0.933765,-1.229732,-0.815731,-0.933795,-1.229632,-0.815789,-0.933768,-1.229533,-0.815867,-0.933774,-1.229445,-0.815958,-0.933762,-1.229392,-0.816050,-0.933762,-1.229354,-0.816127,-0.933780,-1.229330,-0.816197,-0.933746,-1.229321,-0.816257,-0.933678,-1.229387,-0.816317,-0.933708,-1.229484,-0.816360,-0.933765,-1.229567,-0.816395,-0.933830,-1.229656,-0.816442,-0.933874,-1.229692,-0.816481,-0.933935,-1.229688,-0.816525,-0.933944,1
-1.230015,-0.816795,-0.934391,-1.230100,-0.816843,-0.934452,-1.230181,-0.816870,-0.934546,-1.230279,-0.816880,-0.934666,-1.230366,-0.816880,-0.934796,-1.230447,-0.816862,-0.934945,-1.230515,-0.816850,-0.935050,-1.230529,-0.816837,-0.935070,-1.230511,-0.816804,-0.935080,-1.230460,-0.816758,-0.935177,-1.230428,-0.816688,-0.935119,-1.230430,-0.816624,-0.935140,-1.230468,-0.816559,-0.935092,-1.230531,-0.816497,-0.935150,-1.230587,-0.816436,-0.935093,-1.230610,-0.816361,-0.935117,-1.230635,-0.816289,-0.935057,-1.230630,-0.816201,-0.935068,-1.230612,-0.816117,-0.935009,-1.230578,-0.816050,-0.935090,1
-1.230186,-0.815767,-0.935286,-1.230161,-0.815761,-0.935267,-1.230151,-0.815768,-0.935329,-1.230170,-0.815781,-0.935335,-1.230209,-0.815796,-0.935473,-1.230248,-0.815816,-0.935500,-1.230298,-0.815831,-0.935655,-1.230339,-0.815841,-0.935688,-1.230405,-0.815863,-0.935837,-1.230467,-0.815898,-0.935917,-1.230538,-0.815946,-0.936127,-1.230613,-0.815991,-0.936239,-1.230667,-0.816049,-0.936407,-1.230687,-0.816110,-0.936445,-1.230686,-0.816172,-0.936527,-1.230689,-0.816235,-0.936498,-1.230726,-0.816284,-0.936482,-1.230770,-0.816342,-0.936433,-1.230854,-0.816376,-0.936419,-1.230932,-0.816408,-0.936390,1
-1.231407,-0.816344,-0.936513,-1.231443,-0.816336,-0.936520,-1.231469,-0.816341,-0.936502,-1.231517,-0.816350,-0.936490,-1.231546,-0.816338,-0.936455,-1.231548,-0.816318,-0.936388,-1.231537,-0.816280,-0.936283,-1.231514,-0.816224,-0.936146,-1.231497,-0.816173,-0.935984,-1.231480,-0.816120,-0.935829,-1.231477,-0.816081,-0.935691,-1.231526,-0.816056,-0.935636,-1.231558,-0.816048,-0.935609,-1.231561,-0.816054,-0.935604,-1.231529,-0.816054,-0.935629,-1.231452,-0.816061,-0.935633,-1.231340,-0.816065,-0.935612,-1.231225,-0.816070,-0.935580,-1.231140,-0.816040,-0.935579,-1.231035,-0.815963,-0.935541,1
-1.230612,-0.814964,-0.934755,-1.230584,-0.814712,-0.934677,-1.230509,-0.814468,-0.934597,-1.230368,-0.814264,-0.934460,-1.230166,-0.814074,-0.934314,-1.229983,-0.813903,-0.934221,-1.229678,-0.813739,-0.934061,-1.229317,-0.813594,-0.933865,-1.228948,-0.813506,-0.933660,-1.228560,-0.813474,-0.933434,-1.228178,-0.813459,-0.933211,-1.227777,-0.813459,-0.932939,-1.227427,-0.813480,-0.932705,-1.227103,-0.813528,-0.932476,-1.226836,-0.813579,-0.932286,-1.226614,-0.813625,-0.932136,-1.226431,-0.813658,-0.932021,-1.226332,-0.813697,-0.931981,-1.226296,-0.813719,-0.932000,-1.226330,-0.813736,-0.932082,1
-1.226885,-0.813825,-0.932697,-1.227078,-0.813816,-0.932842,-1.227281,-0.813824,-0.932989,-1.227506,-0.813844,-0.933122,-1.227719,-0.813862,-0.933239,-1.227919,-0.813880,-0.933319,-1.228101,-0.813900,-0.933389,-1.228282,-0.813916,-0.933467,-1.228449,-0.813915,-0.933547,-1.228604,-0.813920,-0.933609,-1.228742,-0.813937,-0.933660,-1.228850,-0.813959,-0.933693,-1.228924,-0.813976,-0.933721,-1.228978,-0.814009,-0.933749,-1.229000,-0.814045,-0.933753,-1.228997,-0.814084,-0.933744,-1.228954,-0.814133,-0.933697,-1.228887,-0.814191,-0.933627,-1.228806,-0.814260,-0.933540,-1.228713,-0.814329,-0.933443,1
-1.227732,-0.814585,-0.932423,-1.227625,-0.814574,-0.932266,-1.227551,-0.814551,-0.932117,-1.227530,-0.814533,-0.932011,-1.227525,-0.814513,-0.931911,-1.227549,-0.814481,-0.931862,-1.227600,-0.814456,-0.931861,-1.227602,-0.814427,-0.931837,-1.227600,-0.814416,-0.931827,-1.227631,-0.814403,-0.931860,-1.227666,-0.814391,-0.931912,-1.227690,-0.814385,-0.931957,-1.227720,-0.814388,-0.932028,-1.227729,-0.814406,-0.932099,-1.227711,-0.814436,-0.932147,-1.227653,-0.814451,-0.932179,-1.227601,-0.814458,-0.932210,-1.227514,-0.814458,-0.932199,-1.227441,-0.814458,-0.932185,-1.227367,-0.814454,-0.932150,1
-1.227075,-0.814281,-0.931542,-1.227036,-0.814184,-0.931406,-1.226954,-0.814065,-0.931217,-1.226887,-0.813957,-0.931013,-1.226833,-0.813866,-0.930811,-1.226772,-0.813794,-0.930575,-1.226676,-0.813728,-0.930293,-1.226532,-0.813695,-0.929947,-1.226328,-0.813678,-0.929551,-1.226115,-0.813683,-0.929141,-1.225946,-0.813685,-0.928779,-1.225792,-0.813686,-0.928545,-1.225683,-0.813677,-0.928318,-1.225582,-0.813657,-0.928316,-1.225452,-0.813640,-0.928167,-1.225304,-0.813643,-0.928041,-1.225200,-0.813630,-0.927984,-1.225116,-0.813615,-0.928028,-1.225031,-0.813605,-0.928052,-1.224980,-0.813598,-0.928266,1
-1.225221,-0.813799,-0.929599,-1.225238,-0.813859,-0.929697,-1.225260,-0.813912,-0.929832,-1.225274,-0.813974,-0.929972,-1.225320,-0.814030,-0.930016,-1.225388,-0.814079,-0.930181,-1.225456,-0.814116,-0.930209,-1.225503,-0.814144,-0.930261,-1.225538,-0.814166,-0.930247,-1.225540,-0.814198,-0.930164,-1.225543,-0.814210,-0.930098,-1.225546,-0.814226,-0.930124,-1.225577,-0.814218,-0.930069,-1.225622,-0.814206,-0.930076,-1.225685,-0.814182,-0.930022,-1.225765,-0.814160,-0.930081,-1.225832,-0.814124,-0.930001,-1.225873,-0.814078,-0.930016,-1.225890,-0.814020,-0.929927,-1.225929,-0.813965,-0.929952,1
-1.225944,-0.813742,-0.930061,-1.225933,-0.813687,-0.930105,-1.225903,-0.813640,-0.930229,-1.225884,-0.813610,-0.930272,-1.225845,-0.813560,-0.930413,-1.225789,-0.813537,-0.930448,-1.225698,-0.813502,-0.930460,-1.225609,-0.813466,-0.930478,-1.225485,-0.813444,-0.930449,-1.225360,-0.813420,-0.930393,-1.225238,-0.813383,-0.930264,-1.225171,-0.813355,-0.930210,-1.225114,-0.813326,-0.930125,-1.225079,-0.813276,-0.930079,-1.225029,-0.813236,-0.929979,-1.224942,-0.813187,-0.929878,-1.224820,-0.813128,-0.929738,-1.224659,-0.813058,-0.929584,-1.224476,-0.812966,-0.929422,-1.224275,-0.812873,-0.929223,1
-1.222970,-0.812214,-0.927907,-1.222816,-0.812126,-0.927723,-1.222705,-0.812052,-0.927614,-1.222617,-0.812003,-0.927434,-1.222556,-0.811960,-0.927361,-1.222533,-0.811939,-0.927234,-1.222532,-0.811936,-0.927187,-1.222563,-0.811955,-0.927128,-1.222606,-0.812005,-0.927123,-1.222678,-0.812067,-0.927090,-1.222753,-0.812167,-0.927103,-1.222831,-0.812292,-0.927105,-1.222936,-0.812435,-0.927171,-1.223064,-0.812589,-0.927205,-1.223223,-0.812755,-0.927367,-1.223397,-0.812926,-0.927506,-1.223564,-0.813088,-0.927706,-1.223711,-0.813254,-0.927822,-1.223829,-0.813403,-0.927960,-1.223935,-0.813542,-0.928037,1
-1.224296,-0.813840,-0.928419,-1.224210,-0.813850,-0.928379,-1.224038,-0.813842,-0.928263,-1.223794,-0.813837,-0.928067,-1.223538,-0.813822,-0.927852,-1.223281,-0.813800,-0.927628,-1.223039,-0.813761,-0.927421,-1.222790,-0.813693,-0.927202,-1.222559,-0.813605,-0.926986,-1.222395,-0.813475,-0.926831,-1.222246,-0.813316,-0.926684,-1.222147,-0.813144,-0.926569,-1.222082,-0.812937,-0.926494,-1.222024,-0.812712,-0.926425,-1.221968,-0.812461,-0.926347,-1.221910,-0.812192,-0.926282,-1.221848,-0.811931,-0.926214,-1.221754,-0.811652,-0.926146,-1.221668,-0.811381,-0.926092,-1.221593,-0.811120,-0.926046,1
-1.220796,-0.810202,-0.925791,-1.220652,-0.810126,-0.925807,-1.220496,-0.810068,-0.925830,-1.220360,-0.810035,-0.925891,-1.220241,-0.810019,-0.925968,-1.220175,-0.810005,-0.926099,-1.220134,-0.809992,-0.926251,-1.220116,-0.809980,-0.926409,-1.220103,-0.809973,-0.926551,-1.220092,-0.809981,-0.926666,-1.220116,-0.810006,-0.926772,-1.220136,-0.810034,-0.926821,-1.220197,-0.810054,-0.926872,-1.220321,-0.810079,-0.926944,-1.220483,-0.810098,-0.927027,-1.220664,-0.810099,-0.927111,-1.220820,-0.810058,-0.927176,-1.220969,-0.810004,-0.927225,-1.221093,-0.809938,-0.927245,-1.221181,-0.809871,-0.927216,1
-1.221221,-0.809153,-0.926748,-1.221111,-0.809016,-0.926581,-1.221008,-0.808872,-0.926445,-1.220914,-0.808740,-0.926340,-1.220819,-0.808630,-0.926255,-1.220731,-0.808551,-0.926203,-1.220608,-0.808496,-0.926146,-1.220431,-0.808472,-0.926065,-1.220228,-0.808465,-0.925985,-1.219978,-0.808487,-0.925878,-1.219719,-0.808543,-0.925750,-1.219464,-0.808613,-0.925614,-1.219253,-0.808678,-0.925511,-1.219084,-0.808753,-0.925417,-1.218977,-0.808817,-0.925360,-1.218887,-0.808869,-0.925286,-1.218816,-0.808903,-0.925213,-1.218767,-0.808921,-0.925143,-1.218746,-0.808926,-0.925093,-1.218761,-0.808925,-0.925064,1
-1.219018,-0.808701,-0.925118,-1.219035,-0.808677,-0.925091,-1.219076,-0.808662,-0.925084,-1.219180,-0.808649,-0.925157,-1.219312,-0.808629,-0.925290,-1.219434,-0.808620,-0.925437,-1.219520,-0.808603,-0.925595,-1.219541,-0.808590,-0.925715,-1.219533,-0.808591,-0.925839,-1.219501,-0.808593,-0.925945,-1.219452,-0.808607,-0.926035,-1.219407,-0.808605,-0.926134,-1.219363,-0.808620,-0.926233,-1.219332,-0.808644,-0.926329,-1.219299,-0.808691,-0.926409,-1.219251,-0.808752,-0.926463,-1.219194,-0.808833,-0.926514,-1.219120,-0.808923,-0.926573,-1.219022,-0.809032,-0.926613,-1.218897,-0.809161,-0.926618,1
-1.217920,-0.810207,-0.926172,-1.217796,-0.810377,-0.926037,-1.217721,-0.810531,-0.925939,-1.217688,-0.810683,-0.925859,-1.217644,-0.810829,-0.925753,-1.217602,-0.810949,-0.925661,-1.217580,-0.811047,-0.925606,-1.217574,-0.811122,-0.925566,-1.217581,-0.811183,-0.925539,-1.217620,-0.811237,-0.925548,-1.217646,-0.811282,-0.925564,-1.217659,-0.811302,-0.925581,-1.217651,-0.811316,-0.925598,-1.217636,-0.811325,-0.925606,-1.217635,-0.811332,-0.925627,-1.217651,-0.811333,-0.925681,-1.217665,-0.811320,-0.925735,-1.217666,-0.811306,-0.925773,-1.217650,-0.811279,-0.925815,-1.217642,-0.811273,-0.925865,1
-1.217788,-0.811172,-0.926111,-1.217927,-0.811149,-0.926197,-1.218061,-0.811111,-0.926190,-1.218203,-0.811089,-0.926268,-1.218334,-0.811046,-0.926311,-1.218436,-0.810981,-0.926373,-1.218493,-0.810900,-0.926310,-1.218548,-0.810818,-0.926318,-1.218577,-0.810722,-0.926229,-1.218614,-0.810608,-0.926203,-1.218619,-0.810483,-0.926095,-1.218649,-0.810327,-0.926053,-1.218658,-0.810146,-0.925943,-1.218660,-0.809943,-0.925854,-1.218681,-0.809714,-0.925784,-1.218718,-0.809461,-0.925695,-1.218786,-0.809188,-0.925642,-1.218832,-0.808903,-0.925550,-1.218884,-0.808601,-0.925425,-1.218956,-0.808285,-0.925378,1
-1.218705,-0.806366,-0.924743,-1.218527,-0.806087,-0.924569,-1.218300,-0.805838,-0.924421,-1.218044,-0.805618,-0.924199,-1.217753,-0.805421,-0.924010,-1.217458,-0.805258,-0.923772,-1.217170,-0.805117,-0.923608,-1.216911,-0.805016,-0.923422,-1.216673,-0.804948,-0.923314,-1.216476,-0.804925,-0.923189,-1.216350,-0.804917,-0.923146,-1.216280,-0.804943,-0.923082,-1.216294,-0.804982,-0.923129,-1.216339,-0.805028,-0.923196,-1.216393,-0.805074,-0.923289,-1.216470,-0.805118,-0.923416,-1.216568,-0.805161,-0.923516,-1.216657,-0.805198,-0.923576,-1.216764,-0.805211,-0.923639,-1.216851,-0.805213,-0.923679,1
