time ax ay az
2122974538350 39.442390 1.068994 12.559627
2122994580641 11.170893 2.432005 -12.300604
2123014601735 4.499703 8.734401 -11.225030
2123034603454 -0.030209 8.140383 -5.315356
2123054624600 -2.327618 3.783053 -5.519045
2123074679027 -0.303290 2.106282 -2.467000
2123094700172 4.992924 1.679762 0.831506
2123114712100 10.519446 1.993520 2.807678
2123134733193 13.686347 2.403291 2.517848
2123154764547 13.394124 2.357528 0.471984
2123174785693 11.671591 2.379363 -0.936491
2123194804495 9.875179 2.549253 -1.446760
2123214825641 9.261719 2.961417 -1.585544
2123234838350 9.268898 3.258426 -1.971387
2123254859495 8.847462 3.004488 -2.289931
2123274878714 8.478369 2.650051 -2.328216
2123294899860 8.294122 2.288137 -2.313859
2123314898037 8.615059 2.381756 -1.767698
2123334919183 9.043674 2.582753 -0.948455
2123354953037 9.099008 2.712265 -0.888635
2123374974131 9.355338 2.889333 -1.190429
2123395012725 10.277472 3.186641 -1.499403
2123415033870 10.809278 3.483651 -1.794019
2123435036995 11.472688 3.749553 -2.079064
2123455058141 12.287145 4.108776 -2.340181
2123475074860 13.760525 4.700401 -2.107778
2123495096006 16.077076 5.366503 -1.964208
2123515147308 18.788742 5.859724 -1.654936
2123535168402 21.229721 6.267102 -0.739980
2123555173037 21.818953 6.458827 0.539282
2123575194183 20.170897 5.931808 1.121336
2123595213141 17.559729 5.440681 1.365704
2123615234287 14.864813 4.861019 1.207478
2123635255329 12.591631 4.197310 1.015753
2123655276422 9.760024 3.076273 1.118944
2123675298558 6.119046 1.492822 0.833899
2123695319704 3.292225 0.089133 0.498604
2123715343350 0.927817 -1.290629 0.790828
2123735364443 -1.673480 -4.217948 0.807578
2123755381162 -8.500801 -11.552847 0.584746
2123775402308 -26.802006 -24.529123 -0.596112
2123795422256 -50.610889 -32.228329 5.150551
2123815443350 -52.045689 -39.172600 9.723534
2123835466839 -23.189741 -45.374496 1.904687
2123855487933 21.279970 -44.126640 -15.208780
2123875513922 66.525856 -25.884956 -15.294922
2123895535016 78.186974 -6.134300 17.286051
2123915552985 77.566338 -2.205584 36.675091
2123935574079 67.234726 -0.547956 16.811672
2123955592620 44.894436 2.788835 8.825029
2123975613714 31.309786 3.905087 12.859029
2123995635745 31.429426 4.235595 7.397411
2124015656839 24.949663 -0.301197 -1.214357
2124035677516 13.945071 -7.703393 -4.299603
2124055698558 5.112864 -14.829818 -3.257529
2124075720485 -1.946561 -20.818455 -1.156930
2124095741579 -12.168101 -31.639097 3.868895
2124115760641 -35.181671 -44.668018 13.359727
2124135781735 -64.205116 -52.731232 19.810778
2124155804391 -61.972610 -60.602718 12.844672
2124175825433 -24.387350 -69.521072 -3.286243
2124195826527 41.408993 -69.834831 -17.017157
2124215847568 78.186974 -27.298218 -10.602298
2124235887516 78.186974 4.319643 21.526131
2124255908558 50.672504 -2.284847 22.589441
2124275933297 15.422938 -0.797109 -2.474179
2124295954391 5.946464 8.827721 -8.192427
2124315974547 3.194119 11.103595 -1.674079
2124335995589 3.819244 7.879266 -2.435894
2124355995277 7.501200 4.650152 -4.594220
2124376016318 11.551950 3.052344 -2.141277
2124396053193 13.156936 2.125425 1.526023
2124416074287 12.605988 1.634298 2.156232
2124436108922 11.341082 1.375574 0.359522
2124456130016 10.193724 1.265205 -0.900599
2124476104235 9.453444 1.464108 -1.063311
2124496125277 9.340981 1.859522 -1.087239
2124516183141 9.259326 2.113461 -1.355534
2124536204287 9.369696 1.983949 -1.801197
2124556198506 9.664311 1.780260 -1.961815
2124576219600 9.357731 1.533500 -1.511367
2124596264756 9.252148 1.569692 -0.766301
2124616285797 9.822238 1.871486 0.182154
2124636255433 10.210473 2.173281 0.302094
2124656276475 10.107283 2.278565 -0.105284
2124676303922 9.824631 2.316850 -0.543470
2124696324964 9.894321 2.408077 -1.070489
2124716367725 10.667802 2.745764 -1.250250
2124736388766 11.559128 3.112165 -1.113560
2124756433975 12.222538 3.339782 -0.440578
2124776455016 13.446766 3.670291 -0.004487
2124796481110 14.960526 4.187739 -0.078963
2124816502256 16.479370 4.410570 -0.279960
2124836518402 18.213568 4.686044 -0.509970
2124856539495 19.912172 4.911269 -0.442971
2124876559860 20.558832 4.985446 0.426521
2124896580954 19.698912 4.571188 1.921437
2124916600381 18.122641 4.173382 2.333301
2124936621422 16.156040 3.699005 2.347658
2124956622360 14.196617 3.229712 1.796711
2124976643506 11.257333 2.333600 1.121336
2124996663975 7.877172 0.891626 0.510569
2125016685068 4.751248 -0.468993 0.786042
2125036705329 1.881357 -2.069193 1.250549
2125056726422 -1.280758 -4.105186 1.820639
2125076718350 -4.025924 -7.573882 2.973082
2125096739443 -9.140284 -16.566708 2.949154
2125116769027 -26.359035 -28.862526 5.013861
2125136790068 -53.446983 -38.751163 12.109477
2125156818922 -55.844891 -50.318966 14.131113
2125176840016 -22.928625 -63.108303 4.122833
2125196891266 24.667011 -67.350777 -16.574184
2125216912412 70.612495 -50.654263 -28.630423
2125236930850 78.186974 -35.306396 20.898315
2125256951995 77.600136 -17.369200 78.914391
2125276959756 63.090656 -14.779568 38.016567
2125296980850 36.308990 -5.801398 0.134297
2125317020381 26.310282 3.694219 4.606782
2125337041475 30.794729 7.337890 8.815457
2125357058610 30.478579 4.269394 4.000800
2125377079704 22.247568 -3.240480 -0.914956
2125397082412 10.624731 -11.102398 -2.007279
2125417103454 1.411765 -16.564314 -1.243071
2125437126631 -3.693023 -24.799812 0.165404
2125457147725 -14.568401 -37.186855 8.425129
2125477176683 -47.103909 -49.099525 22.338196
2125497197777 -71.484978 -57.836018 26.987749
2125517240954 -48.716076 -71.181091 15.841383
2125537261995 4.770391 -77.898041 -7.315457
2125557244704 69.309303 -62.075802 -25.552355
2125577265797 78.186974 -17.740387 -0.153141
2125597313714 75.801033 2.096711 32.073395
2125617334860 51.419964 -3.396313 3.413661
2125637332881 24.334108 3.509972 -16.042379
2125657353975 13.774881 11.496316 -3.255136
2125677367204 8.344371 11.481959 0.098405
2125697388297 6.485446 7.709076 -7.011270
2125717452308 5.625526 4.039384 -6.508179
2125737473402 6.274579 1.269991 -1.159323
2125757468350 8.102397 0.266501 1.298705
2125777489443 9.985249 0.316750 0.663709
2125797516162 10.282258 0.225823 -0.447757
2125817537204 9.113364 0.189631 -1.413261
2125837548975 7.958528 0.472283 -1.197608
2125857570016 7.599306 0.764806 -1.147358
2125877612256 8.538488 1.241277 -0.677767
2125897633245 9.384052 1.404288 -0.069392
2125917638922 9.388838 1.310968 -0.045165
2125937659964 9.266505 1.114457 -0.141177
2125957668506 9.244969 1.174278 -0.136391
2125977689547 9.515657 1.454537 0.072084
2125997730329 9.702597 1.691726 0.345165
2126017751318 9.597013 1.837987 0.421735
2126037776787 9.606884 1.926521 0.369093
2126057797829 9.807881 2.067698 -0.074178
2126077829079 10.102497 2.190031 -0.342473
2126097850068 10.454841 2.403291 -0.421436
2126117836839 11.060822 2.688336 -0.656232
2126137857881 11.611770 3.009274 -0.866800
2126157902308 12.665809 3.421138 -0.538684
2126177923297 14.062320 4.036991 0.110369
2126197940850 15.348761 4.559225 0.764507
2126217961839 16.472191 4.750650 1.063909
2126237970016 18.493828 4.849055 1.078266
2126257991006 20.127827 5.174778 1.892723
2126278029600 19.904995 4.810770 2.898606
2126298050641 19.037596 4.417749 3.543172
2126318075850 18.738194 4.139882 3.749254
2126338096839 18.865313 3.785445 4.197011
2126358131631 17.686548 3.246462 4.362415
2126378152620 14.366508 1.730011 3.131008
2126398137464 11.032109 0.314357 1.466202
2126418158454 8.567203 -0.883550 0.469591
2126438182412 6.995716 -2.332703 -0.030808
2126458203402 4.770391 -4.385745 -0.342473
2126478215537 1.418944 -8.216056 -0.474078
2126498236579 -2.466402 -14.551950 -0.989133
2126518265068 -11.598011 -24.419054 0.898505
2126538286058 -35.217564 -35.407196 10.854142
2126558313193 -54.764530 -43.683369 20.860029
2126578334235 -41.047974 -53.466427 16.198511
2126598365068 -8.675478 -61.467426 1.475773
2126618386058 16.845770 -64.171913 -12.841980
2126638408714 51.740902 -56.947086 -20.038095
2126658429704 78.186974 -41.079681 -4.668696
2126678424339 78.186974 -22.073790 58.907406
2126698445381 73.539818 -9.368199 57.934723
2126718493714 46.902016 -5.657530 8.271688
2126738514704 27.999315 4.082455 8.425129
2126758529131 30.248568 7.110272 14.095221
2126778550120 33.549469 5.265705 6.168697
2126798568766 27.695127 -0.622433 -1.602294
2126818589808 16.996817 -8.371589 -3.066103
2126838608506 6.736992 -14.626128 -2.277967
2126858629547 -0.164507 -19.613668 -1.379462
2126878660537 -3.707380 -27.029922 1.111765
2126898681527 -17.802301 -39.680477 8.327023
2126918705120 -51.822857 -50.067421 18.373589
2126938726162 -66.641304 -57.481281 20.342581
2126958726995 -36.513279 -69.219276 7.859824
2126978748037 14.498411 -71.178696 -11.795120
2126998804183 74.849884 -43.290649 -28.326235
2127018825172 78.186974 -2.097907 -12.346067
2127038833662 75.427452 7.982157 7.344769
2127058854652 49.946583 5.146064 -2.819343
2127078888402 20.994925 8.909376 -5.260322
2127098909443 10.085748 11.144273 -0.716052
2127118910850 4.961817 9.144172 -2.563012
2127138931943 0.446561 5.129314 -2.814558
2127158977464 -0.636192 3.162414 0.570389
2127178998506 2.710171 2.709872 1.868794
2127199003141 7.470093 2.446362 -0.045165
2127219024183 10.924132 2.204388 -2.220539
2127239038141 12.902997 2.292922 -3.216851
2127259059183 13.535300 2.398506 -2.708974
2127279107933 12.035898 2.137389 -1.882553
2127299128975 10.936097 2.233102 -0.562612
2127319140329 9.855738 2.199602 0.024227
2127339161370 8.732307 1.979163 -0.023629
2127359178454 7.874779 1.820938 -0.325424
2127379199495 7.455736 1.672583 -0.579362
2127399226266 7.695018 1.686940 -0.447757
2127419247308 8.684451 1.933700 -0.062213
2127439267881 9.527621 2.180460 0.311665
2127459288922 10.193724 2.496611 0.251845
2127479317829 10.462019 2.736193 -0.359223
2127499338870 10.160224 2.800799 -1.120738
2127519351475 9.740882 3.011666 -1.851447
2127539372464 10.092926 3.466901 -2.433501
2127559394079 10.821241 4.056133 -2.687439
2127579415016 11.427223 4.650152 -2.174777
2127599417360 11.992528 5.220242 -1.599901
2127619438350 13.065709 5.792725 -1.731805
2127639494964 14.146069 6.379564 -1.774876
2127659516006 14.467305 6.664609 -1.264607
2127679485225 14.378471 6.696015 -0.596112
2127699506266 14.287544 6.643074 -0.052343
2127719536058 14.675481 6.549754 0.259023
2127739557047 16.635202 6.818049 0.917647
2127759624235 19.241285 6.988238 1.998007
2127779645277 20.613869 6.628717 2.956332
2127799656475 20.975782 5.857331 3.996014
2127819677672 21.133709 5.179564 5.248656
2127839690172 20.024635 3.222534 5.260621
2127859711370 15.449260 0.132203 3.940680
2127879731787 8.617452 -3.674179 1.890330
2127899752933 2.801098 -6.917650 -0.122034
2127919761422 -0.827917 -10.939686 -1.092024
2127939782568 -4.107280 -19.223339 -1.238286
2127959806422 -12.276077 -31.643883 -1.152144
2127979827568 -34.249668 -40.768013 4.036692
2127999879391 -50.246582 -42.564724 13.208980
2128019900485 -35.301311 -47.041996 10.164112
2128039898766 -6.821339 -53.785271 -2.196312
2128059919912 20.980568 -56.719769 -12.705290
2128079936266 59.538212 -45.848873 -19.328922
2128099957464 78.186974 -28.661230 3.785146
2128119921839 78.186974 -14.401203 65.564537
2128139943037 70.887970 -3.707679 64.821861
2128160047100 49.666325 1.823630 25.794628
2128180068245 32.555550 6.573682 14.603098
2128200080954 29.877382 7.481459 9.821640
2128220102100 28.308289 3.533900 1.950150
2128240103245 17.954844 -5.628816 -3.993023
2128260124391 7.278368 -14.164015 -6.908378
2128280144495 0.587737 -20.382662 -5.895018
2128300165641 -2.708376 -31.622049 -3.499503
2128320175381 -16.623837 -43.879879 5.109873
2128340196527 -45.848576 -50.584869 19.585552
2128360251579 -56.084473 -53.950375 23.396721
2128380272725 -31.554750 -61.575104 6.834500
2128400282047 10.897812 -68.023758 -10.369895
2128420303193 69.632637 -51.981380 -11.629716
2128440332412 78.186974 -6.395417 4.977968
2128460353558 74.294151 6.985846 26.237898
2128480361475 45.399921 3.524329 18.929321
2128500382620 21.550657 7.251748 1.672284
2128520392464 12.208181 9.932307 -4.436293
2128540413610 5.419444 9.544072 -2.637190
2128560442360 0.146859 6.434898 -2.122135
2128580463558 -0.511765 3.445365 -1.808376
2128600483454 3.888636 2.412863 -0.555434
2128620504600 9.899107 2.328815 0.179761
2128640525797 13.286148 2.204388 1.260120
2128660546943 13.585549 1.749153 1.770390
2128680581318 12.359228 1.322932 0.898505
2128700602516 11.132607 1.195813 0.532104
2128720614912 11.003395 1.490429 0.982254
2128740636110 11.211571 2.031806 1.957329
2128760662256 10.418948 2.163710 2.290230
2128780683402 9.431909 1.974378 1.370489
2128800698454 8.416156 1.667797 0.198903
2128820719600 8.157432 1.710868 -0.411865
2128840758610 8.833105 2.017449 0.052941
2128860779756 9.764811 2.347957 0.500997
2128880795954 10.167402 2.479861 0.824327
2128900817100 10.394721 2.604288 0.579960
2128920811735 11.044073 2.966203 0.390628
2128940832777 11.683555 3.344568 0.503390
2128960864860 12.328121 3.773481 0.419342
2128980885954 13.286148 4.379464 0.508176
2129000908558 15.183357 5.260920 0.955933
2129020929704 17.315361 6.061020 1.610071
2129040950433 20.544476 6.640681 1.540380
2129060971475 23.512474 6.870691 2.041078
2129080985068 23.351856 6.341279 4.254439
2129101006162 20.846272 5.284848 5.737391
2129121040277 18.220747 4.137489 5.339883
2129141061370 16.359728 3.181856 3.773182
2129161076839 14.697016 2.247459 2.239981
2129181097881 12.943675 1.054637 1.334597
2129201129912 10.203295 -0.643968 1.181157
2129221151058 7.134500 -2.272882 0.807578
2129241165225 3.419343 -4.165306 0.220738
2129261186370 -0.135793 -6.026623 0.170190
2129281202464 -2.729912 -8.443673 0.608674
2129301223506 -6.521937 -15.007185 0.802792
2129321265068 -18.032312 -26.016861 4.146761
2129341286162 -39.402313 -35.725739 13.067504
2129361288975 -50.428738 -42.926342 16.708782
2129381310120 -34.352558 -53.397034 7.629814
2129401317568 -2.921636 -62.753868 -4.888836
2129421338662 28.720154 -60.538113 -14.444573
2129441364964 62.350376 -41.515472 -16.564613
2129461386110 78.186974 -25.020250 15.915860
2129481414391 78.186974 -8.663813 44.718864
2129501435537 72.749283 -2.756532 14.548062
2129521447881 49.838905 7.040881 11.934502
2129541469027 34.498222 10.234102 19.621445
2129561500172 35.494534 9.285348 7.687242
2129581521214 33.717262 4.659723 -3.030211
2129601554131 23.807089 -3.305385 -3.739084
2129621575277 11.877672 -12.020045 -3.367898
2129641597568 3.462414 -18.701105 -2.766701
2129661618714 -1.096212 -24.701706 -0.318245
2129681627100 -6.136394 -32.209187 3.969394
2129701648193 -21.457935 -39.194435 11.352448
2129721680433 -40.626541 -42.049671 18.198612
2129741701579 -44.440102 -47.449074 16.684853
2129761712360 -28.086056 -54.280884 4.750351
2129781733402 -4.282255 -61.632832 -8.316854
2129801752256 39.619759 -69.564140 -17.462820
2129821773350 78.186974 -36.161533 -15.821941
2129841788610 78.186974 5.440681 14.459229
2129861809652 55.322060 -1.302593 33.601513
2129881835537 23.974886 0.527617 11.740384
2129901856683 19.576580 9.474680 0.524925
2129921891943 19.351654 13.027124 1.176371
2129941913037 17.327326 12.078670 -4.735695
2129961943714 11.264512 6.818049 -9.437891
2129981964860 4.636094 2.606681 -7.483253
2130001975537 3.182155 1.416252 -2.871985
2130021996683 4.382155 0.733400 0.321236
2130042005225 6.341578 0.438784 1.578964
2130062026318 8.013863 0.019741 1.559821
2130082051110 9.244969 -0.447458 0.500997
2130102072204 9.403194 -0.806680 -0.275175
2130122093037 8.924032 -0.739681 -0.021236
2130142114131 8.555239 -0.378066 0.642174
2130162145641 7.922636 0.017348 1.020838
2130182166787 7.551449 0.544367 0.766900
2130202187100 7.719246 1.047458 0.151047
2130222208245 8.258229 1.758725 -0.521934
2130242217412 8.365906 2.343172 -0.783051
2130262238506 7.997112 2.652444 -0.359223
2130282263922 8.016255 3.093022 -0.028415
2130302285068 8.521440 3.327818 0.072084
2130322303402 9.803095 3.747160 0.383450
2130342324443 11.484652 4.439284 0.354736
2130362356058 13.216756 5.110172 0.759721
2130382377152 15.250356 5.953343 1.118944
2130402384704 17.607586 6.774978 1.104587
2130422405797 20.190039 7.618149 1.727319
2130442427777 20.956640 7.500901 2.132304
2130462448870 21.136101 6.861120 2.031507
2130482470381 22.137497 6.559325 2.347658
2130502491527 21.413967 5.895915 3.200699
2130522516422 18.347864 4.432106 3.739683
2130542537464 15.475580 3.143272 3.337090
2130562547881 12.385550 1.569692 1.753640
2130582568975 8.507083 0.175274 -0.203390
2130602587933 5.148756 -1.063011 -0.888635
2130622609079 2.159223 -2.471487 -0.862014
2130642626162 -0.351147 -3.372384 -0.234497
2130662647308 -1.898705 -3.743571 0.850648
2130682671110 -3.041278 -4.447958 1.430310
2130702692256 -4.349254 -6.318846 1.724926
2130722725641 -6.596414 -10.872687 2.436492
2130742746683 -13.751552 -18.061325 4.673781
2130762765850 -32.596825 -26.910282 10.652846
2130782786891 -49.228737 -34.997425 14.871393
2130802793714 -37.098022 -46.510193 9.019147
2130822814756 -4.028317 -58.650475 -3.343970
2130842846422 45.426243 -60.629040 -15.697216
2130862867464 78.186974 -35.150864 -5.037490
2130882909652 78.186974 -12.405589 45.404110
2130902930693 71.798141 -8.295019 50.338707
2130922957516 44.084766 -5.156832 13.697414
2130942978558 25.582266 2.898905 4.640281
2130962964756 28.777880 6.959525 9.690035
2130982985745 30.519257 5.854938 6.233303
2131003005954 23.598616 1.021137 1.162014
2131023026995 15.135501 -4.316054 -0.735195
2131043030641 6.511768 -9.198010 -1.214357
2131063051683 1.256232 -11.665310 -0.593719
2131083126683 -0.389731 -13.648959 1.442274
2131103147672 -3.812664 -19.891535 1.753640
2131123134079 -17.711374 -30.561131 6.087042
2131143155120 -49.971111 -41.391045 18.057436
2131163173662 -70.224861 -49.296036 26.542086
2131183194704 -43.038803 -61.781185 14.686847
2131203225225 9.891929 -68.586670 -2.541477
2131223246266 71.400635 -47.504108 -10.228419
2131243263922 78.186974 1.629512 -4.790730
2131263285016 64.276299 0.740579 11.869896
2131283341266 36.960735 -2.795116 8.873184
2131303362308 29.611479 5.138885 -6.247062
2131323382725 20.302502 8.928518 1.305883
2131343403766 6.583552 7.819445 5.387739
2131363405797 1.071685 6.159425 -0.780658
2131383426839 1.919642 4.520939 -2.970091
2131403466266 5.668597 3.416353 -0.119641
2131423487308 8.969496 2.515754 2.230410
2131443484443 10.878669 1.600798 1.406381
2131463505485 11.789138 1.195813 0.345165
2131483525537 11.616556 0.949053 -0.682553
2131503546579 11.815459 1.490429 -0.272782
2131523571266 11.005788 1.619941 -0.090927
2131543592256 10.045070 1.730011 -0.308674
2131563610068 9.144471 2.070091 0.060120
2131583631058 8.425727 2.130210 0.218345
2131603646058 8.368299 2.178067 0.009870
2131623667100 9.007781 2.365006 -0.354437
2131643707620 9.968499 2.530111 -0.287139
2131663728610 11.223834 2.949453 0.179761
2131683750485 12.402299 3.459723 0.932004
2131703771527 13.176078 3.859623 1.274477
2131723769079 14.112569 4.345964 1.111765
2131743790120 16.120148 4.760221 1.274477
2131763810225 18.541983 5.416752 1.947758
2131783831266 19.782661 5.215456 2.501098
2131803852985 20.846272 4.892126 2.731108
2131823874079 21.742085 4.753043 2.900998
2131843897047 21.195923 4.211667 3.890430
2131863918141 18.858135 3.457330 4.796114
2131883965120 15.743876 2.058127 4.352843
2131903986214 12.977175 1.377967 3.179164
2131923998402 10.006784 0.453141 1.269691
2131944019495 6.806384 -0.809073 -0.416650
2131964035381 3.249154 -1.961516 -1.080060
2131984056422 0.252443 -2.756532 -0.917348
2132004075016 -2.049752 -3.089732 -0.490828
2132024096058 -3.877270 -3.204588 0.242273
2132044130641 -4.957629 -3.750750 0.915255
2132064151683 -6.723233 -6.218049 1.231406
2132084185485 -10.330712 -11.442777 2.429313
2132104206527 -18.257536 -18.066111 6.609275
2132124188870 -31.190742 -24.181866 13.671093
2132144209964 -37.248772 -31.126434 15.489339
2132164254600 -24.890440 -40.344185 7.601100
2132184275641 -4.351647 -48.646980 -0.763909
2132204283245 20.436800 -54.360146 -8.463115
2132224304287 58.893646 -48.349674 -16.825731
2132244314079 78.186974 -40.401615 8.992826
2132264335172 78.186974 -18.667307 76.720177
2132284360225 60.862938 -12.400804 50.010590
2132304381266 31.709686 -4.680361 5.512166
2132324429391 29.714371 4.283751 6.983154
2132344450485 38.273499 6.640681 14.487943
2132364449183 37.689049 2.067698 8.894720
2132384470277 27.493832 -7.777571 1.085444
2132404505537 13.959428 -16.983358 -1.573580
2132424526631 3.718745 -23.298018 -2.035993
2132444538662 -1.841277 -33.162430 -1.350748
2132464559704 -18.489939 -47.626442 9.929616
2132484584756 -59.121861 -56.870514 26.738596
2132504605850 -73.063644 -61.050777 25.773092
2132524638141 -35.679676 -72.225555 3.612564
2132544659235 16.680666 -74.762245 -13.931911
2132564661735 72.837822 -49.700722 -19.395922
2132584682829 78.186974 -6.975078 9.234800
2132604731422 70.430344 1.873879 30.377182
2132624752516 39.672401 1.643869 7.035796
2132644773870 21.862024 11.625828 -4.553542
2132664794964 15.523437 15.254843 1.657927
2132684815120 10.059426 12.612568 2.453241
2132704836162 6.248258 7.864909 -1.264607
2132724843506 5.326124 3.859623 -2.653939
2132744864600 6.691528 1.497608 -2.088635
2132764879183 8.375478 0.295215 -1.805983
2132784900277 9.374481 -0.279661 -1.774876
2132804921006 9.779167 -0.639183 -1.662114
2132824942100 10.047462 -0.305982 -1.338784
2132844963350 9.783953 0.110668 -0.512363
2132864984443 9.065508 0.333500 0.333201
2132885017464 8.967103 0.601795 1.032802
2132905038610 9.525229 0.850948 0.999003
2132925052672 10.203295 1.004088 0.347557
2132945073818 10.464412 1.124028 -0.148355
2132965099391 10.533804 1.363610 -0.263211
2132985120537 10.377971 1.490429 -0.100499
2133005132360 10.454841 1.789831 0.093619
2133025153506 11.103893 2.182853 0.143868
2133045161839 11.453545 2.350350 0.019442
2133065182985 12.018849 2.477469 0.060120
2133085221318 13.029817 2.772085 0.251845
2133105242412 14.304294 3.157629 0.364307
2133125240693 15.777375 3.677469 0.270987
2133145261839 17.305790 3.991527 0.572782
2133165291787 18.172890 4.080062 1.372882
2133185312933 18.283258 4.127918 2.072184
2133205355068 18.728622 4.068098 2.192125
2133225376266 19.042381 3.785445 2.364408
2133245383870 17.224434 3.778267 2.548954
2133265404964 13.825131 3.641577 3.011367
2133285444808 11.841780 2.580360 2.045863
2133305465954 10.718349 2.408077 0.948754
2133325468662 8.921639 1.907379 0.361914
2133345489756 6.013463 0.980160 -0.148355
2133365525537 3.189333 0.139382 -0.517149
2133385546631 0.106182 -0.897907 -0.627518
2133405551943 -3.189932 -1.884647 -0.433400
2133425573037 -5.274080 -3.386741 0.388235
2133445609547 -6.936494 -5.700601 1.135693
2133465630693 -9.430114 -9.804292 2.065006
2133485650381 -13.746766 -16.247864 3.943073
2133505671527 -23.141886 -24.795027 7.541280
2133525684860 -36.980476 -34.987854 10.398908
2133545706006 -37.761433 -46.888557 7.150651
2133565708402 -18.322142 -63.702324 -0.407079
2133585729495 20.530119 -77.898041 -8.187641
2133605754443 72.655670 -67.875404 -18.892830
2133625775537 78.186974 -45.307499 17.664415
2133645809860 77.573517 -20.861824 78.914391
2133665830954 61.567028 -18.408583 43.607399
2133685849912 29.668907 -7.521240 4.585247
2133705871006 27.707092 3.162414 9.919745
2133725894964 41.533718 6.897012 18.466908
2133745916058 41.885761 1.210170 11.735599
2133765934027 29.261530 -10.108479 2.244767
2133785955172 14.646767 -18.808783 -1.307678
2133805959547 4.068397 -23.010578 -1.827518
2133825980641 -1.398007 -30.362226 -1.173679
2133846021735 -13.064214 -43.489254 4.477270
2133866042829 -43.805103 -53.847481 16.454844
2133886073402 -65.180191 -56.568722 22.776381
2133906094495 -43.587357 -62.387466 12.195619
2133926106475 -9.123533 -69.521072 -3.993023
2133946127516 26.947670 -73.171616 -16.063915
2133966119339 70.231438 -68.553169 -9.960124
2133986140381 78.186974 -30.280573 20.680269
2134006190120 75.233337 -2.677568 43.547577
2134026211162 39.502213 -10.899008 19.980967
2134046230850 11.642877 -0.301197 1.272084
2134066251839 14.378471 8.779864 -1.446760
