time,seconds_elapsed,z,y,x
1687149271895252200,0.065252197265625,10.726622581481934,2.3780407905578613,0.5327098965644836
1687149271905267700,0.075267822265625,10.755352973937988,2.076371431350708,0.09217676520347595
1687149271915291400,0.08529150390625,10.1568021774292,1.7363947629928589,-0.10893617570400238
1687149271925324300,0.09532421875,9.361927032470703,1.5831658840179443,-0.1041477769613266
1687149271935367200,0.1053671875,8.950124740600586,1.755548357963562,0.32680854201316833
1687149271945419800,0.115419677734375,8.533533096313477,2.258330821990967,0.9780313968658447
1687149271955482000,0.125482177734375,8.011597633361816,2.5983073711395264,1.801636815071106
1687149271965553400,0.135553466796875,6.800131320953369,3.09151291847229,2.2469582557678223
1687149271975633000,0.1456328125,6.972513675689697,3.53204607963562,2.3044190406799316
1687149271985718800,0.15571875,7.848791599273682,3.4410665035247803,1.212663173675537
1687149271995809800,0.165809814453125,7.369951248168945,3.0771477222442627,0.7050924301147461
1687149272005904600,0.175904541015625,7.259818077087402,2.5743653774261475,0.6189011335372925
1687149272016001000,0.1860009765625,7.5902180671691895,2.0859482288360596,0.5710170865058899
1687149272026097700,0.19609765625,8.09778881072998,1.7268179655075073,0.27413609623908997
1687149272036156000,0.206156005859375,8.916605949401855,1.7986440658569336,-0.1999158412218094
1687149272046211000,0.216211181640625,10.171167373657227,2.3493103981018066,-0.1999158412218094
1687149272056266500,0.2262666015625,10.98040771484375,2.6653449535369873,0.20709845423698425
1687149272066321700,0.23632177734375,11.310807228088379,2.3732523918151855,1.260547161102295
1687149272076377000,0.246377197265625,11.569380760192871,2.186504602432251,2.1128830909729004
1687149272086432300,0.256432373046875,11.473612785339355,2.5791537761688232,2.318784236907959
1687149272096487400,0.2664873046875,10.755352973937988,2.7467479705810547,2.3044190406799316
1687149272106542800,0.27654296875,9.59177017211914,2.7467479705810547,2.409764051437378
1687149272116598000,0.286597900390625,8.452130317687988,2.9526493549346924,2.4001872539520264
1687149272126653200,0.296653076171875,7.599794864654541,3.383605480194092,2.29484224319458
1687149272136708600,0.30670849609375,7.283760070800781,3.9438488483428955,2.2230162620544434
1687149272146763800,0.316763671875,7.5231804847717285,4.2550950050354,2.2661118507385254
1687149272156819000,0.32681884765625,8.255805969238281,4.173692226409912,2.3283610343933105
1687149272166874400,0.336874267578125,9.156025886535645,3.6565444469451904,2.036268472671509
1687149272176929500,0.346929443359375,9.548674583435059,3.2830491065979004,1.533486247062683
1687149272186984700,0.356984619140625,9.711481094360352,3.18249249458313,1.0450690984725952
1687149272197040000,0.3670400390625,9.85034465789795,2.957437753677368,0.7003039717674255
1687149272207095300,0.37709521484375,9.802460670471191,2.9239187240600586,0.5997475385665894
1687149272217150700,0.387150634765625,10.089764595031738,3.311779499053955,1.2557587623596191
1687149272227206000,0.397205810546875,10.185532569885254,3.4841620922088623,2.4145524501800537
1687149272237261000,0.407260986328125,9.697115898132324,3.4314894676208496,3.309983968734741
1687149272247316500,0.41731640625,8.725069999694824,3.292625904083252,3.3243491649627686
1687149272257371600,0.42737158203125,7.508815288543701,3.1489737033843994,2.6827030181884766
1687149272267426800,0.4374267578125,6.622960567474365,3.177704095840454,2.0602104663848877
1687149272277482200,0.447482177734375,6.752247333526611,3.53204607963562,1.3180080652236938
1687149272287537400,0.457537353515625,7.729081630706787,4.006097793579102,0.6093243360519409
1687149272297592600,0.467592529296875,8.691550254821777,3.929483652114868,0.4752490520477295
1687149272307648000,0.47764794921875,9.663596153259277,3.383605480194092,0.8152256608009338
1687149272317703200,0.487703125,10.401010513305664,2.9718029499053955,1.236605167388916
1687149272327758600,0.497758544921875,10.879851341247559,2.5695769786834717,1.1743559837341309
1687149272337813800,0.507813720703125,10.515932083129883,2.7275943756103516,1.3563152551651
1687149272347869000,0.517868896484375,9.821614265441895,3.508104085922241,2.4241292476654053
1687149272357924400,0.52792431640625,10.046669006347656,3.7044286727905273,2.673126220703125
1687149272367979500,0.5379794921875,9.582193374633789,3.618237257003784,2.4863784313201904
1687149272378034700,0.54803466796875,9.333196640014648,3.4123358726501465,2.36188006401062
1687149272388090000,0.558090087890625,9.692327499389648,2.981379747390747,2.0458452701568604
1687149272398145300,0.568145263671875,10.161590576171875,2.852092742919922,1.4760253429412842
1687149272408200400,0.578200439453125,10.199897766113281,2.7275943756103516,0.9493009448051453
1687149272418256000,0.588255859375,9.831191062927246,2.6797101497650146,0.767341673374176
1687149272428311000,0.59831103515625,9.065046310424805,2.9718029499053955,1.313219666481018
1687149272438366200,0.6083662109375,8.140884399414062,3.4075474739074707,2.103306293487549
1687149272448421400,0.61842138671875,7.250241279602051,3.5942952632904053,2.6396074295043945
1687149272458476800,0.628476806640625,8.107365608215332,3.469796895980835,2.807201385498047
1687149272468532000,0.638531982421875,8.514379501342773,3.4985272884368896,2.7449522018432617
1687149272478587100,0.648587158203125,8.720281600952148,3.6900634765625,2.9269115924835205
1687149272488642300,0.658642333984375,9.045892715454102,3.714005470275879,2.898181200027466
1687149272498697500,0.668697509765625,9.3427734375,3.666121244430542,2.6874914169311523
1687149272508752600,0.678752685546875,9.73542308807373,3.579930067062378,2.4576480388641357
1687149272518808000,0.68880810546875,9.840767860412598,3.4985272884368896,2.275688648223877
1687149272528863200,0.69886328125,9.515155792236328,3.53204607963562,2.2182278633117676
1687149272538918400,0.70891845703125,8.94533634185791,3.6134488582611084,2.3523032665252686
1687149272548973600,0.7189736328125,8.500014305114746,3.661332845687866,2.5007436275482178
1687149272559028700,0.72902880859375,8.260594367980957,3.6709096431732178,2.7066450119018555
