ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,ax10,ay10,az10,gx10,gy10,gz10,ax11,ay11,az11,gx11,gy11,gz11,ax12,ay12,az12,gx12,gy12,gz12,ax13,ay13,az13,gx13,gy13,gz13,ax14,ay14,az14,gx14,gy14,gz14,ax15,ay15,az15,gx15,gy15,gz15,ax16,ay16,az16,gx16,gy16,gz16,ax17,ay17,az17,gx17,gy17,gz17,ax18,ay18,az18,gx18,gy18,gz18,ax19,ay19,az19,gx19,gy19,gz19,target
-18.257536,-18.066111,6.609275,-0.362579,-2.289319,-3.458812,-18.257536,-18.066111,6.609275,0.231821,-1.997445,-1.062037,-18.257536,-18.066111,6.609275,2.118349,-0.552989,4.196086,-18.257536,-18.066111,6.609275,3.985836,1.560433,11.055387,-18.257536,-18.066111,6.609275,4.239361,3.765599,16.849323,-18.257536,-18.066111,6.609275,2.070414,7.165956,21.124237,-18.257536,-18.066111,6.609275,-4.516056,12.718083,23.088526,-18.257536,-18.066111,6.609275,-13.973460,11.908506,17.077284,-18.257536,-18.066111,6.609275,-11.237942,-1.601178,5.051601,-18.257536,-18.066111,6.609275,2.327135,-4.144023,-3.253222,-18.257536,-18.066111,6.609275,5.946929,-1.367892,-4.604070,-18.257536,-18.066111,6.609275,1.732735,0.684812,-3.564270,-18.257536,-18.066111,6.609275,0.462977,1.564694,-4.354672,-18.257536,-18.066111,6.609275,2.852295,-0.423031,-7.834922,-18.257536,-18.066111,6.609275,4.595149,-3.454817,-11.768961,-18.257536,-18.066111,6.609275,3.989031,-4.840685,-13.895299,-18.257536,-18.066111,6.609275,2.135393,-4.237763,-13.797164,-18.257536,-18.066111,6.609275,0.278692,-3.697690,-13.001435,-18.257536,-18.066111,6.609275,-1.295856,-3.827649,-12.591321,-18.257536,-18.066111,6.609275,-1.128614,-2.313819,-8.837306,0
-13.746766,-16.247864,3.943073,0.215843,-1.971879,-3.678250,-13.746766,-16.247864,3.943073,0.654719,-2.177469,-1.942985,-13.746766,-16.247864,3.943073,1.333272,-1.008909,2.266949,-13.746766,-16.247864,3.943073,2.064022,1.150319,9.852739,-13.746766,-16.247864,3.943073,2.126871,2.819672,18.553696,-13.746766,-16.247864,3.943073,0.252061,5.752258,25.848679,-13.746766,-16.247864,3.943073,-6.869288,12.241924,27.839600,-13.746766,-16.247864,3.943073,-16.356520,9.921714,18.387520,-13.746766,-16.247864,3.943073,-10.212123,-4.722445,3.772123,-13.746766,-16.247864,3.943073,4.121120,-6.246793,-5.236819,-13.746766,-16.247864,3.943073,5.406857,-1.293326,-5.514844,-13.746766,-16.247864,3.943073,0.487477,2.499037,-3.311810,-13.746766,-16.247864,3.943073,0.065645,2.659887,-3.937101,-13.746766,-16.247864,3.943073,3.329519,0.224631,-8.153427,-13.746766,-16.247864,3.943073,5.386617,-2.429930,-12.486928,-13.746766,-16.247864,3.943073,4.818848,-3.432447,-14.442829,-13.746766,-16.247864,3.943073,3.089842,-3.165074,-14.124324,-13.746766,-16.247864,3.943073,1.517558,-3.025528,-13.034457,-13.746766,-16.247864,3.943073,0.209451,-3.105421,-12.393188,-13.746766,-16.247864,3.943073,-0.187880,-2.890244,-10.233960,0
18.573090,11.783754,0.256630,-0.185750,2.963478,0.562576,18.573090,11.783754,0.256630,0.736742,0.298132,-1.391194,18.573090,11.783754,0.256630,1.148987,-1.345522,-3.023131,18.573090,11.783754,0.256630,0.616370,-1.169759,-3.221265,18.573090,11.783754,0.256630,-0.122901,-0.293072,-2.412753,18.573090,11.783754,0.256630,-0.502124,0.210783,-1.506240,18.573090,11.783754,0.256630,-0.420101,0.274697,-1.003450,18.573090,11.783754,0.256630,0.023036,0.223566,-0.874556,18.573090,11.783754,0.256630,0.603588,0.039280,-0.873491,18.573090,11.783754,0.256630,0.999854,-0.240876,-0.915035,18.573090,11.783754,0.256630,1.090399,-0.300529,-0.877752,18.573090,11.783754,0.256630,0.886940,-0.099200,-0.768033,18.573090,11.783754,0.256630,0.562044,0.114912,-0.632748,18.573090,11.783754,0.256630,0.294670,0.095738,-0.476159,18.573090,11.783754,0.256630,0.133820,-0.022503,-0.356853,18.573090,11.783754,0.256630,0.150864,-0.058721,-0.257786,18.573090,11.783754,0.256630,0.237147,-0.052330,-0.295070,18.573090,11.783754,0.256630,0.188147,-0.070439,-0.347266,18.573090,11.783754,0.256630,0.082689,-0.122635,-0.416506,18.573090,11.783754,0.256630,-0.133554,0.119173,-0.590139,0
-13.751552,-15.157933,3.897609,0.037949,-1.895183,-3.716598,-13.751552,-15.157933,3.897609,0.322366,-2.345776,-2.084661,-13.751552,-15.157933,3.897609,1.808366,-1.584135,2.417147,-13.751552,-15.157933,3.897609,3.406216,1.479475,9.760064,-13.751552,-15.157933,3.897609,3.473325,4.371716,17.602444,-13.751552,-15.157933,3.897609,1.470687,7.033867,23.690516,-13.751552,-15.157933,3.897609,-4.949605,13.885579,25.552544,-13.751552,-15.157933,3.897609,-13.477062,12.568951,17.861294,-13.751552,-15.157933,3.897609,-7.597908,-5.595935,2.514083,-13.751552,-15.157933,3.897609,5.165049,-10.170179,-6.536403,-13.751552,-15.157933,3.897609,4.483299,-0.500793,-4.325912,-13.751552,-15.157933,3.897609,-0.945394,4.175714,-1.351781,-13.751552,-15.157933,3.897609,-0.281621,2.040853,-3.630314,-13.751552,-15.157933,3.897609,3.601153,-1.077084,-8.061816,-13.751552,-15.157933,3.897609,4.222317,-3.363207,-11.027558,-13.751552,-15.157933,3.897609,2.249373,-3.678516,-12.374013,-13.751552,-15.157933,3.897609,0.440607,-3.072398,-12.739388,-13.751552,-15.157933,3.897609,-0.544734,-2.830590,-12.607299,-13.751552,-15.157933,3.897609,-1.247921,-3.092638,-12.396383,-13.751552,-15.157933,3.897609,-1.442858,-3.600754,-12.003312,0
20.731415,9.000303,1.799103,-1.784798,4.122452,0.946060,20.731415,9.000303,1.799103,-0.754718,0.986273,-0.791468,20.731415,9.000303,1.799103,1.087204,-1.268826,-2.070813,20.731415,9.000303,1.799103,1.316229,-1.433937,-2.295577,20.731415,9.000303,1.799103,0.441672,-0.640338,-1.806635,20.731415,9.000303,1.799103,-0.357253,-0.133287,-1.226083,20.731415,9.000303,1.799103,-0.456319,-0.082156,-0.851121,20.731415,9.000303,1.799103,-0.006791,-0.175897,-0.614639,20.731415,9.000303,1.799103,0.451259,-0.296268,-0.404789,20.731415,9.000303,1.799103,0.581218,-0.321834,-0.292939,20.731415,9.000303,1.799103,0.403324,-0.174831,-0.220503,20.731415,9.000303,1.799103,0.077363,0.107455,-0.132089,20.731415,9.000303,1.799103,-0.177228,0.298132,-0.120371,20.731415,9.000303,1.799103,-0.253925,0.366307,-0.173633,20.731415,9.000303,1.799103,-0.227294,0.318372,-0.216242,20.731415,9.000303,1.799103,-0.156989,0.206522,-0.196003,20.731415,9.000303,1.799103,-0.065379,0.169239,-0.083088,20.731415,9.000303,1.799103,-0.057922,0.167108,-0.024500,20.731415,9.000303,1.799103,-0.086683,0.188413,-0.015978,20.731415,9.000303,1.799103,-0.078161,0.172435,-0.056457,0
-12.858131,-21.352652,4.769494,-0.072835,-2.387320,-5.817371,-12.858131,-21.352652,4.769494,-0.060053,-2.158295,-3.624988,-12.858131,-21.352652,4.769494,1.381208,-0.514641,3.695426,-12.858131,-21.352652,4.769494,4.051880,2.088922,13.186919,-12.858131,-21.352652,4.769494,4.657998,5.522168,20.847277,-12.858131,-21.352652,4.769494,-0.098401,11.869093,25.521652,-12.858131,-21.352652,4.769494,-11.239007,15.732693,23.074678,-12.858131,-21.352652,4.769494,-16.263845,3.742164,13.044178,-12.858131,-21.352652,4.769494,-6.355846,-6.574884,1.939922,-12.858131,-21.352652,4.769494,5.504858,-3.375990,-4.833096,-12.858131,-21.352652,4.769494,5.280094,-2.255231,-4.840552,-12.858131,-21.352652,4.769494,0.792134,1.019295,-2.619408,-12.858131,-21.352652,4.769494,-0.329556,3.206352,-1.960029,-12.858131,-21.352652,4.769494,1.703973,1.570020,-4.032972,-12.858131,-21.352652,4.769494,3.502087,-1.160172,-7.401372,-12.858131,-21.352652,4.769494,3.639502,-2.962679,-9.993217,-12.858131,-21.352652,4.769494,2.903426,-3.286510,-10.919971,-12.858131,-21.352652,4.769494,1.927672,-2.684654,-10.623836,-12.858131,-21.352652,4.769494,1.143661,-1.845117,-10.238221,-12.858131,-21.352652,4.769494,1.037138,-1.358305,-10.720772,0
-13.528720,-22.296621,0.534497,0.780416,-2.689980,-6.484207,-13.528720,-22.296621,0.534497,-0.099466,-2.604761,-4.411130,-13.528720,-22.296621,0.534497,-0.915568,-1.080279,2.640846,-13.528720,-22.296621,0.534497,-0.165511,0.487744,12.609563,-13.528720,-22.296621,0.534497,0.872026,0.994794,20.708796,-13.528720,-22.296621,0.534497,0.141277,2.298773,25.030579,-13.528720,-22.296621,0.534497,-5.789142,6.912430,24.576790,-13.528720,-22.296621,0.534497,-11.480815,3.819926,17.941187,-13.528720,-22.296621,0.534497,-5.228696,-2.266949,6.449187,-13.528720,-22.296621,0.534497,3.184647,-4.898208,-3.555748,-13.528720,-22.296621,0.534497,2.779859,-3.799953,-5.588346,-13.528720,-22.296621,0.534497,0.225430,2.074941,-3.309679,-13.528720,-22.296621,0.534497,0.299996,2.334991,-2.577864,-13.528720,-22.296621,0.534497,1.891454,0.284284,-5.283689,-13.528720,-22.296621,0.534497,3.098363,-0.454988,-8.562476,-13.528720,-22.296621,0.534497,3.232583,-1.143128,-10.608922,-13.528720,-22.296621,0.534497,2.755358,-1.155911,-11.401455,-13.528720,-22.296621,0.534497,2.054435,-1.137802,-11.027558,-13.528720,-22.296621,0.534497,1.220358,-1.438198,-10.440615,-13.528720,-22.296621,0.534497,0.510912,-1.514894,-10.306396,0
20.158932,7.134201,7.972287,-2.007432,3.172264,0.261115,20.158932,7.134201,7.972287,0.397998,0.575093,-0.607183,20.158932,7.134201,7.972287,1.074421,-0.085352,-1.643655,20.158932,7.134201,7.972287,0.229691,0.286415,-2.075074,20.158932,7.134201,7.972287,-0.317839,0.509048,-2.140053,20.158932,7.134201,7.972287,-0.297599,0.541005,-2.179467,20.158932,7.134201,7.972287,0.145537,0.571897,-2.046313,20.158932,7.134201,7.972287,0.634479,0.499461,-1.678807,20.158932,7.134201,7.972287,0.719698,0.434482,-1.248453,20.158932,7.134201,7.972287,0.469368,0.537810,-0.821295,20.158932,7.134201,7.972287,0.206256,0.424895,-0.548595,20.158932,7.134201,7.972287,0.076297,0.106390,-0.480420,20.158932,7.134201,7.972287,0.018775,0.017976,-0.406919,20.158932,7.134201,7.972287,-0.038748,0.147934,-0.221568,20.158932,7.134201,7.972287,-0.150597,0.167108,-0.002130,20.158932,7.134201,7.972287,-0.281621,0.078694,0.180158,20.158932,7.134201,7.972287,-0.246468,-0.028894,0.304790,20.158932,7.134201,7.972287,-0.098401,-0.061917,0.304790,20.158932,7.134201,7.972287,-0.023835,0.138347,0.212115,20.158932,7.134201,7.972287,0.004927,0.319437,0.156722,0
-21.872194,-21.702602,2.541776,-1.621817,-3.006354,-5.929220,-21.872194,-21.702602,2.541776,-2.844705,-1.473350,-2.368013,-21.872194,-21.702602,2.541776,-1.992518,0.153260,6.803910,-21.872194,-21.702602,2.541776,0.003861,1.231276,17.191263,-21.872194,-21.702602,2.541776,0.217973,2.985848,24.072935,-21.872194,-21.702602,2.541776,-3.161079,7.986185,26.081964,-21.872194,-21.702602,2.541776,-10.249406,12.087465,19.904545,-21.872194,-21.702602,2.541776,-8.403224,-1.060040,6.239336,-21.872194,-21.702602,2.541776,1.274684,-14.894621,-4.942814,-21.872194,-21.702602,2.541776,3.139908,-8.569134,-5.757718,-21.872194,-21.702602,2.541776,0.935940,1.016099,-1.944050,-21.872194,-21.702602,2.541776,-0.478689,2.319012,-2.365883,-21.872194,-21.702602,2.541776,1.491992,-1.293326,-6.129484,-21.872194,-21.702602,2.541776,4.017793,-3.072398,-9.040766,-21.872194,-21.702602,2.541776,3.837635,-2.210492,-10.145546,-21.872194,-21.702602,2.541776,2.286656,-1.430741,-10.510921,-21.872194,-21.702602,2.541776,0.812373,-1.235803,-10.657923,-21.872194,-21.702602,2.541776,-0.194272,-1.362566,-10.647270,-21.872194,-21.702602,2.541776,-0.870828,-2.266949,-10.702662,-21.872194,-21.702602,2.541776,-1.782668,-3.463339,-10.644074,0
21.112173,7.246963,7.910073,-3.284646,4.798875,2.437386,21.112173,7.246963,7.910073,-0.392405,1.227015,0.174831,21.112173,7.246963,7.910073,2.385722,-1.263499,-1.922746,21.112173,7.246963,7.910073,2.008630,-1.605439,-2.474536,21.112173,7.246963,7.910073,0.650458,-0.288811,-1.844984,21.112173,7.246963,7.910073,0.045406,0.576158,-0.950188,21.112173,7.246963,7.910073,0.109320,0.602789,-0.550725,21.112173,7.246963,7.910073,0.523695,0.252327,-0.584813,21.112173,7.246963,7.910073,0.959376,-0.162049,-0.686010,21.112173,7.246963,7.910073,1.071225,-0.328225,-0.618900,21.112173,7.246963,7.910073,0.897592,-0.301594,-0.320635,21.112173,7.246963,7.910073,0.509847,-0.160983,0.066044,21.112173,7.246963,7.910073,0.075232,0.123434,0.317573,21.112173,7.246963,7.910073,-0.186815,0.368437,0.355921,21.112173,7.246963,7.910073,-0.183620,0.284284,0.246202,21.112173,7.246963,7.910073,0.090145,-0.205723,0.173766,21.112173,7.246963,7.910073,0.303192,-0.648860,0.134353,21.112173,7.246963,7.910073,0.313844,-0.515706,0.102262,21.112173,7.246963,7.910073,0.231821,-0.101330,0.095871,21.112173,7.246963,7.910073,0.145537,0.142608,0.030892,0
-22.459034,-18.717855,3.988835,-0.957112,-2.661218,-4.797943,-22.459034,-18.717855,3.988835,-1.388531,-1.672549,-0.694532,-22.459034,-18.717855,3.988835,-0.090944,0.968164,7.159698,-22.459034,-18.717855,3.988835,1.418491,2.947500,15.221647,-22.459034,-18.717855,3.988835,0.906114,4.763722,20.980431,-22.459034,-18.717855,3.988835,-2.216217,8.705217,24.094240,-22.459034,-18.717855,3.988835,-8.682315,13.209156,21.780420,-22.459034,-18.717855,3.988835,-11.968692,6.668359,11.545395,-22.459034,-18.717855,3.988835,-2.731790,-6.117899,-1.055646,-22.459034,-18.717855,3.988835,5.883016,-8.477524,-6.874082,-22.459034,-18.717855,3.988835,4.423646,-1.864291,-5.212318,-22.459034,-18.717855,3.988835,0.716502,1.725544,-2.928326,-22.459034,-18.717855,3.988835,0.018775,0.747660,-3.885970,-22.459034,-18.717855,3.988835,1.749778,-1.204912,-7.652767,-22.459034,-18.717855,3.988835,3.334845,-3.379185,-11.240605,-22.459034,-18.717855,3.988835,3.103690,-4.628704,-12.883195,-22.459034,-18.717855,3.988835,1.555906,-4.276112,-12.736193,-22.459034,-18.717855,3.988835,-0.080292,-3.024463,-11.822223,-22.459034,-18.717855,3.988835,-1.165897,-2.205166,-11.362041,-22.459034,-18.717855,3.988835,-1.709166,-2.894505,-10.942340,0
-12.742977,-16.288841,4.326522,-1.027417,-1.862160,-5.156926,-12.742977,-16.288841,4.326522,-0.972025,-2.255231,-3.565335,-12.742977,-16.288841,4.326522,0.576957,-1.334870,1.360436,-12.742977,-16.288841,4.326522,2.654161,1.630739,9.018529,-12.742977,-16.288841,4.326522,3.139908,4.922442,16.123899,-12.742977,-16.288841,4.326522,1.222488,7.693246,20.693882,-12.742977,-16.288841,4.326522,-3.554150,11.662437,21.711180,-12.742977,-16.288841,4.326522,-7.854629,8.447431,17.173155,-12.742977,-16.288841,4.326522,-5.209522,-4.718184,7.371679,-12.742977,-16.288841,4.326522,1.452578,-6.570623,-2.117683,-12.742977,-16.288841,4.326522,2.205698,0.620898,-3.985037,-12.742977,-16.288841,4.326522,-0.198533,3.281983,-1.938724,-12.742977,-16.288841,4.326522,0.278692,0.751921,-2.668409,-12.742977,-16.288841,4.326522,2.502898,-1.752442,-6.036808,-12.742977,-16.288841,4.326522,2.860816,-2.921135,-8.583781,-12.742977,-16.288841,4.326522,1.417426,-3.356816,-9.577776,-12.742977,-16.288841,4.326522,-0.125032,-2.990376,-9.904803,-12.742977,-16.288841,4.326522,-1.081744,-2.407560,-10.078436,-12.742977,-16.288841,4.326522,-1.555773,-2.484257,-10.404397,-12.742977,-16.288841,4.326522,-1.627144,-3.102225,-10.583357,0
23.610579,10.488041,4.189833,-0.975221,1.598782,-0.836208,23.610579,10.488041,4.189833,0.785743,-0.545532,-1.887593,23.610579,10.488041,4.189833,0.621697,-0.530619,-1.932333,23.610579,10.488041,4.189833,-0.641670,0.424895,-1.397586,23.610579,10.488041,4.189833,-1.214898,0.512244,-1.043928,23.610579,10.488041,4.189833,-0.649126,-0.361247,-1.008776,23.610579,10.488041,4.189833,0.244604,-1.087736,-0.981080,23.610579,10.488041,4.189833,0.620631,-1.047257,-0.719032,23.610579,10.488041,4.189833,0.413976,-0.581750,-0.237547,23.610579,10.488041,4.189833,0.027297,-0.103461,0.176962,23.610579,10.488041,4.189833,-0.202794,0.027563,0.284550,23.610579,10.488041,4.189833,-0.232620,-0.182288,0.147135,23.610579,10.488041,4.189833,-0.168706,-0.302659,0.013848,23.610579,10.488041,4.189833,-0.145271,-0.109852,0.075632,23.610579,10.488041,4.189833,-0.163380,0.243805,0.230223,23.610579,10.488041,4.189833,-0.086683,0.353524,0.390008,23.610579,10.488041,4.189833,0.081623,0.163913,0.456053,23.610579,10.488041,4.189833,0.238213,0.001997,0.386813,23.610579,10.488041,4.189833,0.293605,-0.028894,0.297333,23.610579,10.488041,4.189833,0.221169,0.071237,0.257920,0
-12.182458,-17.714066,-1.243071,-0.970960,-3.802083,-7.176608,-12.182458,-17.714066,-1.243071,-2.977859,-3.575188,-5.821631,-12.182458,-17.714066,-1.243071,-2.906488,-1.281608,-0.611444,-12.182458,-17.714066,-1.243071,0.538608,1.092796,7.247046,-12.182458,-17.714066,-1.243071,3.961335,3.093437,13.967735,-12.182458,-17.714066,-1.243071,4.044424,5.409253,18.143581,-12.182458,-17.714066,-1.243071,1.888259,7.938250,20.769514,-12.182458,-17.714066,-1.243071,-1.449250,10.716377,22.405712,-12.182458,-17.714066,-1.243071,-5.791273,12.983326,18.423738,-12.182458,-17.714066,-1.243071,-6.121495,5.863042,4.785293,-12.182458,-17.714066,-1.243071,0.299996,-9.070859,-4.556135,-12.182458,-17.714066,-1.243071,2.946035,-9.384037,-4.568918,-12.182458,-17.714066,-1.243071,1.178813,0.337546,-3.498225,-12.182458,-17.714066,-1.243071,0.456585,2.617278,-4.203410,-12.182458,-17.714066,-1.243071,1.212901,-1.052583,-6.604578,-12.182458,-17.714066,-1.243071,1.249119,-3.923520,-9.394556,-12.182458,-17.714066,-1.243071,0.174299,-4.529637,-10.968970,-12.182458,-17.714066,-1.243071,-1.127549,-4.092892,-11.441935,-12.182458,-17.714066,-1.243071,-1.981866,-3.680646,-11.470695,-12.182458,-17.714066,-1.243071,-2.475069,-3.517666,-11.372694,0
-23.810081,-21.151655,5.318048,-1.349118,-3.208748,-5.456257,-23.810081,-21.151655,5.318048,-1.470554,-2.266949,-2.026073,-23.810081,-21.151655,5.318048,0.065645,-0.535945,4.519917,-23.810081,-21.151655,5.318048,2.876795,1.279212,11.591200,-23.810081,-21.151655,5.318048,4.574910,3.226591,16.799257,-23.810081,-21.151655,5.318048,2.870404,7.058367,20.121853,-23.810081,-21.151655,5.318048,-3.677717,11.572958,20.498945,-23.810081,-21.151655,5.318048,-8.526791,5.019378,13.902756,-23.810081,-21.151655,5.318048,-3.831110,-7.878863,2.338320,-23.810081,-21.151655,5.318048,1.731669,-4.596747,-4.315259,-23.810081,-21.151655,5.318048,1.452578,2.495841,-3.540835,-23.810081,-21.151655,5.318048,-0.081357,2.546972,-3.255352,-23.810081,-21.151655,5.318048,1.654973,0.031824,-6.103919,-23.810081,-21.151655,5.318048,3.686372,-2.503431,-9.255011,-23.810081,-21.151655,5.318048,3.009949,-3.828714,-10.898665,-23.810081,-21.151655,5.318048,0.764438,-3.537905,-11.108517,-23.810081,-21.151655,5.318048,-1.186137,-2.867874,-10.744206,-23.810081,-21.151655,5.318048,-2.087324,-2.468278,-10.452332,-23.810081,-21.151655,5.318048,-2.208761,-2.279732,-10.140220,-23.810081,-21.151655,5.318048,-1.854038,-3.257749,-9.436100,0
16.081861,9.733404,4.759923,-0.978417,2.248707,-0.107589,16.081861,9.733404,4.759923,1.084008,-0.502923,-1.445521,16.081861,9.733404,4.759923,1.617689,-1.744985,-2.134727,16.081861,9.733404,4.759923,1.137269,-1.412632,-1.816222,16.081861,9.733404,4.759923,0.763373,-0.664839,-1.071624,16.081861,9.733404,4.759923,0.637675,-0.138613,-0.409049,16.081861,9.733404,4.759923,0.279757,0.151130,-0.002130,16.081861,9.733404,4.759923,-0.128227,0.345002,0.004261,16.081861,9.733404,4.759923,-0.332752,0.232088,-0.155524,16.081861,9.733404,4.759923,-0.348731,-0.020373,-0.235417,16.081861,9.733404,4.759923,-0.242207,-0.055525,-0.133154,16.081861,9.733404,4.759923,-0.185750,0.091477,0.104393,16.081861,9.733404,4.759923,-0.247534,0.366307,0.369769,16.081861,9.733404,4.759923,-0.293339,0.571897,0.598794,16.081861,9.733404,4.759923,-0.216642,0.528222,0.695730,16.081861,9.733404,4.759923,0.040079,0.223566,0.621164,16.081861,9.733404,4.759923,0.397998,-0.151396,0.514641,16.081861,9.733404,4.759923,0.614240,-0.349530,0.441140,16.081861,9.733404,4.759923,0.645132,-0.246202,0.474162,16.081861,9.733404,4.759923,0.470434,0.001997,0.482684,0
-13.993526,-18.492630,0.486640,-0.480820,-2.916874,-7.734790,-13.993526,-18.492630,0.486640,-0.796262,-4.458267,-5.629889,-13.993526,-18.492630,0.486640,0.334084,-3.451621,-0.960840,-13.993526,-18.492630,0.486640,1.913824,0.782813,5.908049,-13.993526,-18.492630,0.486640,2.822468,3.832708,12.744847,-13.993526,-18.492630,0.486640,2.591312,4.749874,17.630138,-13.993526,-18.492630,0.486640,-0.070705,7.063694,20.877102,-13.993526,-18.492630,0.486640,-5.410985,10.209327,20.337029,-13.993526,-18.492630,0.486640,-8.735577,3.465203,12.125947,-13.993526,-18.492630,0.486640,-4.827104,-6.140269,2.569475,-13.993526,-18.492630,0.486640,0.269104,-0.704252,-2.553364,-13.993526,-18.492630,0.486640,1.698647,4.168257,-3.411941,-13.993526,-18.492630,0.486640,1.812627,0.811574,-3.187177,-13.993526,-18.492630,0.486640,2.588117,-0.805449,-4.016994,-13.993526,-18.492630,0.486640,3.347628,-0.084287,-5.953721,-13.993526,-18.492630,0.486640,3.583045,-0.942864,-8.137448,-13.993526,-18.492630,0.486640,3.117537,-2.830590,-9.701344,-13.993526,-18.492630,0.486640,1.866954,-4.007673,-10.261656,-13.993526,-18.492630,0.486640,0.294670,-3.887302,-10.247808,-13.993526,-18.492630,0.486640,-0.752587,-3.289706,-10.168981,0
42.728931,-0.286840,4.252046,2.672270,-2.987180,-1.060972,42.728931,-0.286840,4.252046,-0.301860,2.472406,-0.594400,42.728931,-0.286840,4.252046,-1.650579,2.715279,0.327160,42.728931,-0.286840,4.252046,-0.016378,1.044860,-0.524095,42.728931,-0.286840,4.252046,1.172422,-0.472031,-1.813027,42.728931,-0.286840,4.252046,0.863505,-1.168694,-2.329665,42.728931,-0.286840,4.252046,0.245669,-1.035540,-2.209293,42.728931,-0.286840,4.252046,0.045406,-0.791601,-1.830070,42.728931,-0.286840,4.252046,0.183886,-0.769231,-1.410369,42.728931,-0.286840,4.252046,0.356454,-0.636077,-0.949123,42.728931,-0.286840,4.252046,0.356454,-0.365508,-0.468703,42.728931,-0.286840,4.252046,0.290409,-0.160983,-0.052196,42.728931,-0.286840,4.252046,0.167907,0.048868,0.182288,42.728931,-0.286840,4.252046,-0.034487,0.219305,0.260050,42.728931,-0.286840,4.252046,-0.174032,0.262979,0.273898,42.728931,-0.286840,4.252046,-0.178293,0.113847,0.217441,42.728931,-0.286840,4.252046,-0.062183,-0.071504,0.245137,42.728931,-0.286840,4.252046,0.028362,-0.077895,0.460314,42.728931,-0.286840,4.252046,0.000666,0.089346,0.691469,42.728931,-0.286840,4.252046,0.021970,0.317306,0.864037,0
-8.218149,-22.794926,2.318944,-1.181876,-1.911161,-8.704152,-8.218149,-22.794926,2.318944,-1.784798,-1.880269,-7.414155,-8.218149,-22.794926,2.318944,0.073102,-1.311435,-1.822614,-8.218149,-22.794926,2.318944,3.747090,0.725291,6.363968,-8.218149,-22.794926,2.318944,5.479292,4.063864,13.740840,-8.218149,-22.794926,2.318944,3.192104,7.147847,18.206430,-8.218149,-22.794926,2.318944,-2.643376,9.558469,19.360210,-8.218149,-22.794926,2.318944,-7.031204,8.131057,17.572617,-8.218149,-22.794926,2.318944,-4.894213,-1.225151,12.552040,-8.218149,-22.794926,2.318944,-1.811429,-4.693683,5.739742,-8.218149,-22.794926,2.318944,-2.554961,2.170945,0.230223,-8.218149,-22.794926,2.318944,-2.297175,5.226033,-2.974131,-8.218149,-22.794926,2.318944,0.581218,1.080013,-4.273715,-8.218149,-22.794926,2.318944,3.039776,-0.595598,-5.783283,-8.218149,-22.794926,2.318944,3.492500,-0.576424,-8.286581,-8.218149,-22.794926,2.318944,3.033384,-2.033663,-10.377767,-8.218149,-22.794926,2.318944,2.070414,-3.106486,-11.460043,-8.218149,-22.794926,2.318944,0.609979,-3.156552,-11.497326,-8.218149,-22.794926,2.318944,-0.502124,-3.014876,-10.817708,-8.218149,-22.794926,2.318944,-0.858045,-3.110747,-10.373506,0
32.526535,-0.215055,4.098905,-1.364031,0.829683,0.750057,32.526535,-0.215055,4.098905,-1.377879,3.857209,0.571098,32.526535,-0.215055,4.098905,-0.305056,1.216363,-0.726489,32.526535,-0.215055,4.098905,0.493869,-0.901320,-1.261236,32.526535,-0.215055,4.098905,0.468303,-0.630751,-1.115299,32.526535,-0.215055,4.098905,0.134885,0.041411,-0.755250,32.526535,-0.215055,4.098905,-0.027030,0.142608,-0.554986,32.526535,-0.215055,4.098905,-0.008921,-0.145005,-0.615705,32.526535,-0.215055,4.098905,0.063515,-0.478423,-0.638075,32.526535,-0.215055,4.098905,0.088015,-0.509315,-0.475094,32.526535,-0.215055,4.098905,-0.006791,-0.162049,-0.266308,32.526535,-0.215055,4.098905,-0.160184,0.286415,-0.119306,32.526535,-0.215055,4.098905,-0.254990,0.553788,-0.084153,32.526535,-0.215055,4.098905,-0.256055,0.634746,-0.148067,32.526535,-0.215055,4.098905,-0.257121,0.774291,-0.158720,32.526535,-0.215055,4.098905,-0.281621,1.069361,-0.044740,32.526535,-0.215055,4.098905,-0.220903,1.133275,0.173766,32.526535,-0.215055,4.098905,-0.197468,0.742334,0.411313,32.526535,-0.215055,4.098905,-0.207055,0.482417,0.534880,32.526535,-0.215055,4.098905,-0.161250,0.596397,0.565772,0
