time,seconds_elapsed,z,y,x
1687350873039198700,0.12019873046875,0.006791055668145418,0.006791055668145418,-0.05992107838392258
1687350873059308800,0.140308837890625,-0.003861580742523074,-0.009187898598611355,-0.03328948840498924
1687350873079419000,0.1604189453125,-0.010253162123262882,0.012117373757064342,-0.03328948840498924
1687350873099528700,0.18052880859375,-0.003861580742523074,0.01957421936094761,-0.03755054250359535
1687350873119638800,0.200638671875,0.005725792143493891,0.02277000993490219,-0.02583264373242855
1687350873139748900,0.220748779296875,0.00892158318310976,0.006791055668145418,0.011451584286987782
1687350873159858700,0.240858642578125,0.01318263728171587,-0.01771000772714615,0.0636495053768158
1687350873179968800,0.26096875,0.007856319658458233,-0.035819489508867264,0.0913463607430458
1687350873200078800,0.281078857421875,-0.005992108024656773,-0.03262370079755783,0.07217161357402802
1687350873220188700,0.301188720703125,-0.018775271251797676,-0.014514217153191566,0.028495801612734795
1687350873240298800,0.321298828125,-0.01771000772714615,0.012117373757064342,0.007190529722720385
1687350873260408800,0.341408935546875,-0.014514217153191566,0.004660528618842363,0.01784316636621952
1687350873280518700,0.3615185546875,-0.01664474420249462,0.0035952648613601923,0.01784316636621952
1687350873300628700,0.381628662109375,-0.011318426579236984,0.033422645181417465,0.0007989477599039674
1687350873320738800,0.40173876953125,0.0025300011038780212,0.04407528415322304,-0.00985368900001049
1687350873340848600,0.4218486328125,0.01318263728171587,0.016378428786993027,-0.0034621069207787514
1687350873360958700,0.441958740234375,0.016378428786993027,0.0025300011038780212,0.007190529722720385
1687350873381068800,0.46206884765625,0.01850895583629608,-0.003861580742523074,0.0007989477599039674
1687350873401179000,0.482178955078125,0.017443692311644554,0.005725792143493891,-0.01837579719722271
1687350873421288700,0.502288818359375,0.028096329420804977,0.025965800508856773,-0.026897907257080078
1687350873441398800,0.522398681640625,0.03874896466732025,0.024900536984205246,-0.008788425475358963
1687350873461508900,0.5425087890625,0.03235738351941109,0.006791055668145418,0.024234747514128685
1687350873481618700,0.56261865234375,0.0366184376180172,-0.024101590737700462,0.04980107396841049
1687350873501728800,0.582728759765625,0.06751108169555664,-0.02090579830110073,0.0540621280670166
1687350873521838800,0.6028388671875,0.07603318989276886,0.0003994738799519837,0.04554001986980438
1687350873541948700,0.62294873046875,0.053662657737731934,-0.015579480677843094,0.05193160101771355
1687350873562058800,0.643058837890625,0.03981423005461693,-0.010253162123262882,0.09241162240505219
1687350873582168800,0.6631689453125,-0.013448953628540039,-0.023036325350403786,0.14034847915172577
1687350873602278700,0.683278564453125,-0.12956269085407257,-0.06032055243849754,0.19361166656017303
1687350873622388700,0.703388671875,-0.2222406268119812,-0.10399636626243591,0.25859275460243225
1687350873642498800,0.723498779296875,-0.29041749238967896,-0.17643429338932037,0.3651190996170044
1687350873662609000,0.74360888671875,-0.3639206886291504,-0.17749954760074615,0.44288337230682373
1687350873682719000,0.763718994140625,-0.4107922911643982,-0.1327584832906723,0.391750693321228
1687350873702828800,0.783828857421875,-0.3724428117275238,0.0025300011038780212,0.15526217222213745
1687350873722939000,0.80393896484375,-0.3074617087841034,0.08988162130117416,-0.0727042406797409
1687350873743049000,0.824049072265625,-0.2733732759952545,0.17190691828727722,-0.21118851006031036
1687350873763159000,0.844158935546875,-0.26165539026260376,0.2347574681043625,-0.2420811653137207
1687350873783269000,0.86426904296875,-0.2456764280796051,0.2613890767097473,-0.1898832470178604
1687350873803379200,0.884379150390625,-0.22863221168518066,0.22197431325912476,-0.09294424951076508
1687350873823489300,0.9044892578125,-0.2265016883611679,0.12716585397720337,0.0018642114009708166
1687350873843599400,0.924599365234375,-0.2275669425725937,0.053662657737731934,0.06471476703882217
1687350873863709400,0.94470947265625,-0.20945745706558228,0.0035952648613601923,0.11478215456008911
1687350873883819300,0.9648193359375,-0.14980269968509674,-0.03262370079755783,0.15845796465873718
1687350873903929300,0.984929443359375,-0.06671213358640671,-0.015579480677843094,0.16165375709533691
1687350873924039400,1.005039306640625,0.00892158318310976,0.07709845900535583,0.10306425392627716
1687350873944149800,1.025149658203125,0.06857634335756302,0.20706062018871307,-0.032224226742982864
1687350873964259800,1.045259765625,0.06218476593494415,0.2773680090904236,-0.15686006844043732
1687350873984370000,1.065369873046875,-0.026232117787003517,0.3338269889354706,-0.24421168863773346
1687350874004480000,1.08547998046875,-0.08162582665681839,0.30293434858322144,-0.2559295892715454
1687350874024590000,1.105590087890625,-0.12317110598087311,0.39667755365371704,-0.237820103764534
1687350874044700200,1.1257001953125,-0.2169143110513687,0.21451745927333832,-0.21118851006031036
1687350874064810200,1.145810302734375,-0.29041749238967896,0.15060164034366608,-0.08761793375015259
1687350874084920300,1.16592041015625,-0.40759649872779846,0.09094688296318054,-0.008788425475358963
1687350874105031000,1.186031005859375,-0.5588639378547668,0.11757847666740417,0.0050600022077560425
1687350874125141000,1.20614111328125,-0.8848345875740051,0.23582273721694946,-0.04607265070080757
1687350874145251000,1.2262509765625,-1.4440979957580566,0.294412225484848,-0.18349166214466095
1687350874165361200,1.246361083984375,-2.41987943649292,0.09520793706178665,-0.22503694891929626
1687350874185471200,1.26647119140625,-3.545863151550293,-0.08801741153001785,0.16484954953193665
1687350874205581600,1.28658154296875,-4.239349842071533,-0.08162582665681839,0.8583361506462097
1687350874225691600,1.306691650390625,-4.476903438568115,-0.4352933466434479,1.5443660020828247
1687350874245801700,1.3268017578125,-4.675042629241943,-0.956207275390625,1.9086861610412598
1687350874265911800,1.346911865234375,-4.844419479370117,-1.1532810926437378,1.8937724828720093
