ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,target
-3.311662,-16.115877,-1.582029,0.652740,-0.774047,-7.092126,-3.329158,-17.046000,0.107048,0.488690,-1.081908,-6.416749,-2.656036,-18.168486,1.271936,0.613326,-1.388704,-5.937380,-1.993536,-20.746576,1.361917,0.816791,-1.628389,-5.719001,-1.185448,-24.807898,1.839765,0.874315,-2.204696,-5.844702,-3.864781,-30.195875,4.756844,0.857271,-3.029210,-5.925662,-19.233543,-36.524937,10.742890,1.141696,-2.475273,-4.060386,-46.112644,-37.473030,20.385605,2.236787,0.241149,2.444114,-50.367859,-49.916870,22.904697,4.160654,3.030009,12.829370,-28.044792,-72.206039,10.929125,5.459210,5.105143,21.869196,0
-4.212923,10.486837,9.224551,-1.641838,3.583946,0.835566,1.751722,12.161023,7.563156,1.060736,1.276585,0.632101,6.280302,7.494811,-3.505783,2.642653,-2.198305,-0.595083,4.552996,3.846833,-10.446875,1.393098,-1.972469,-1.495231,-0.728761,1.381288,-8.505500,-0.797083,0.110122,-1.291765,-2.654377,0.092140,-2.327153,-1.934785,1.132775,-0.775112,-2.167314,-0.506104,2.357664,-1.771800,0.919722,-0.672847,-1.933117,-1.205206,3.578938,-1.010136,0.171907,-0.893357,-3.682468,-1.507817,2.545169,-0.430633,-0.008123,-0.914662,-4.496896,-1.712211,0.974134,-0.302801,0.205995,-0.548211,0
-1.515590,-18.690975,-0.127932,1.434644,-2.492317,-6.996252,-1.181072,-27.204149,-0.677082,1.074585,-3.097387,-7.572560,-4.976732,-41.069099,2.189872,0.845553,-4.439620,-8.593082,-23.983837,-46.813278,8.404545,0.682568,-4.469447,-7.275351,-63.623562,-40.800270,18.932579,1.247157,1.851828,0.570316,-64.851006,-51.481987,15.667315,3.057040,4.280629,13.740170,-27.396261,-74.704948,-3.320327,1.446362,7.516900,23.646057,21.724651,-84.265610,-14.125444,-5.521528,12.957201,26.693775,86.156754,-51.865028,2.783308,-11.750124,9.890307,18.285650,101.633202,-12.853210,43.527798,-9.469395,-1.305614,2.937331,0
22.393883,5.651558,6.650292,4.041344,-0.125302,-4.645215,20.526693,-1.515183,-0.787214,4.344944,-1.400422,-6.822614,12.622674,-8.135358,-4.725364,3.374489,-1.557016,-8.244741,5.921119,-12.133101,-5.633344,1.985385,-0.770851,-8.409857,2.721390,-14.834419,-4.274878,0.872185,0.083490,-8.063646,1.281555,-17.736067,-2.151675,0.433296,0.248606,-7.733415,0.227416,-20.344435,-0.171345,0.580302,-0.200935,-7.336071,-0.404049,-21.988205,1.317773,1.116130,-0.957273,-6.938728,0.013956,-25.062796,1.127273,1.721200,-1.877660,-6.733132,1.859745,-33.398777,0.178942,1.920404,-3.355181,-7.156042,0
34.910133,-93.081978,-10.475114,-7.399588,17.268324,28.342804,111.002914,-48.229816,18.334089,-12.750407,10.991790,16.997746,100.906670,-3.446462,62.664299,-6.189448,-3.595931,-0.422510,28.125004,-1.700054,39.031113,2.324139,-6.264416,-6.338984,-8.834770,7.774213,17.986675,4.243744,-3.746133,-3.232676,-5.182770,11.807704,3.759453,3.704721,0.364720,0.930375,6.478918,9.864772,-4.572464,2.871685,1.261672,1.918939,13.922333,8.521357,-8.469702,1.958753,-0.410792,0.465920,10.601738,4.712925,-7.801374,0.742222,-1.627323,-1.698696,0.868109,2.217816,-3.828429,-0.378435,-1.040363,-2.392183,0
-1.704958,-20.478390,-0.824402,1.417600,-1.574060,-4.773047,-1.917139,-32.362682,-0.715001,1.492168,-2.985534,-5.794635,-15.295265,-44.377853,5.894274,1.650892,-5.649759,-5.819136,-52.449665,-40.990406,16.153370,2.398707,-2.173804,-0.502405,-65.831512,-47.095631,16.016378,3.727091,4.429766,11.835479,-34.430534,-71.114220,-1.774676,2.270876,7.262302,22.673471,16.914461,-85.663170,-14.622898,-5.028311,13.716734,27.516159,89.171608,-60.856564,-1.027533,-13.372520,13.494094,19.537334,107.372414,-20.673582,48.989254,-12.698209,1.940245,2.165015,41.382309,-6.648313,73.821411,-2.428002,-3.522427,-5.171455,0
-2.620678,-17.793373,0.548060,1.486842,-0.669651,-6.545646,-2.836084,-18.694433,0.427862,1.711612,-0.868856,-6.137650,-2.893896,-20.787645,0.036318,1.957688,-1.382313,-5.913944,-2.727574,-24.571245,-0.783608,2.051431,-2.787395,-5.861746,-1.390945,-30.029797,0.548988,1.706286,-4.726175,-6.350702,-8.630066,-37.853535,4.633925,1.086303,-5.263068,-6.560559,-37.076576,-39.236958,15.616749,0.833835,-2.410292,-2.980208,-60.267464,-39.972057,29.181248,3.248788,1.932788,6.781868,-37.334423,-60.387505,16.974632,5.860814,4.934700,17.076576,-2.601706,-70.382500,-2.687743,4.557997,8.591751,23.201841,0
-9.389779,14.519859,18.714989,2.968623,0.270976,1.434244,13.993634,6.709030,4.824471,3.864510,1.848632,1.991377,15.013004,4.589437,-3.160089,3.852792,0.449941,-0.491752,6.257607,0.549810,-7.435143,2.768354,-1.963947,-2.755438,-3.146753,-0.819482,-5.890129,1.132109,-2.189783,-3.116562,-8.171867,-1.054927,-3.306087,-0.151534,-0.347942,-2.106692,-10.184830,-1.415426,-2.046659,-0.887631,1.339436,-0.784700,-8.380659,-1.537319,-1.017545,-1.181644,1.547162,0.148471,-4.632885,-1.624414,0.815195,-1.054877,0.853676,0.256063,-3.185024,-1.451330,2.458455,-0.456199,0.005726,-0.094409,0
0.459645,-19.940022,0.170697,1.087368,-1.810549,-3.342398,-2.274535,-26.624565,1.513103,1.068193,-2.182326,-3.385008,-18.611437,-34.375847,3.911105,1.150218,-1.457946,-1.676325,-46.960571,-35.921120,9.268252,1.259941,1.825196,5.324587,-45.700485,-51.270851,5.908439,0.932905,4.526705,15.395590,-25.908749,-70.402802,-3.485524,-1.389370,6.309956,23.964571,18.812071,-88.991684,-7.955970,-6.908501,9.781651,28.897806,100.927711,-66.985031,1.133194,-11.245190,8.766454,21.879848,122.388725,-19.156443,42.292946,-11.289930,-0.513058,1.859285,30.381973,-2.455998,65.818733,-2.406697,-3.209240,-6.580799,0
-1.649627,-19.968645,0.572370,1.208808,-1.919206,-5.836180,0.319886,-24.541729,0.229502,1.154480,-2.447576,-6.235654,1.894305,-32.414940,1.855911,0.622913,-2.675543,-7.112366,-13.237391,-42.138763,9.126899,0.463123,-0.737828,-6.688391,-50.030697,-39.014297,20.480185,2.090846,1.801760,-0.571647,-58.099850,-48.639156,17.345280,3.664241,3.809782,11.078076,-30.899549,-68.460335,1.710852,2.573411,6.820217,21.389828,16.866791,-82.373894,-12.270835,-2.820019,10.412287,27.422417,111.548294,-53.542126,-2.281641,-7.426219,7.798130,21.010593,122.925262,3.118888,23.388615,-6.547377,-2.501905,2.210822,0
12.905626,4.961514,4.361821,-0.842890,0.621448,-2.679804,12.334560,3.993073,6.254464,-0.211189,0.494682,-3.575691,12.938438,2.649732,6.183948,0.609064,0.236888,-4.408727,12.514117,1.186119,4.488421,1.142762,0.182560,-5.238567,12.299458,-0.606019,2.545688,1.334509,0.463789,-5.957620,10.745771,-3.632325,1.190619,1.425056,0.734366,-6.708631,7.250699,-6.932495,0.179782,1.567802,0.716257,-7.218892,4.334549,-10.180311,-0.540838,1.689242,0.253932,-7.422358,1.718046,-13.017220,-0.873575,1.705221,-0.468317,-7.409575,-0.505914,-14.613434,-0.717498,1.565671,-1.354616,-7.121953,0
-19.984295,-34.743286,10.594498,0.271376,0.164450,-0.674978,-32.262016,-37.562107,14.365728,2.577672,1.442766,4.909134,-28.885073,-45.641819,7.597605,4.317247,2.496312,11.812043,-21.010969,-56.248299,-3.206307,3.418165,4.736562,18.027857,-6.380405,-69.291031,-12.075696,-1.571530,9.335305,24.005051,43.390556,-66.195580,-13.871511,-10.163947,14.370806,24.170166,94.824188,-37.772053,10.008474,-16.350998,7.511573,12.483159,88.411278,-18.486097,81.722534,-10.528267,-3.121888,-0.638759,37.577095,0.167419,69.028328,2.757701,-2.367682,-4.078495,20.770367,1.336295,16.612980,6.083454,-0.603605,-3.941076,0
-2.781340,-17.252718,-2.459004,1.892707,-2.087517,-8.829571,-4.516547,-18.193405,-0.797240,1.257810,-1.320527,-7.786678,-4.602162,-18.201647,0.603497,1.066063,-0.905075,-6.658564,-3.081722,-19.452015,1.179173,1.183242,-1.033972,-5.733915,-1.736181,-22.065132,1.172168,1.443166,-1.769003,-5.243894,-0.244957,-26.026012,1.050148,1.453819,-2.984469,-5.213001,-1.443004,-32.385956,2.918232,1.071389,-3.821766,-5.430315,-17.669361,-40.379837,8.616205,0.692155,-2.348507,-4.004992,-51.314331,-41.891697,24.903334,2.097238,0.766324,2.645449,-65.019714,-60.433517,29.998875,5.527387,3.915243,15.088794,0
10.968140,8.700994,12.268312,-2.366217,2.464354,-0.363921,-9.185603,6.368729,11.082314,0.005060,-0.116780,-0.714392,-10.315885,4.489665,5.660841,1.681785,-0.639824,0.495747,-9.886850,1.879434,-0.846011,1.981124,0.185755,1.715474,-0.993506,1.672996,-3.884326,1.583781,0.528770,2.292847,4.376147,1.833802,-4.540091,0.988298,0.308261,1.456615,4.161013,1.807147,-3.637694,0.539822,-0.336224,0.387090,0.928905,1.019473,-3.411987,-0.022637,-0.208392,-0.175369,-1.939569,0.377834,-1.729625,-0.659665,0.281629,-0.070973,-2.246550,-0.082889,1.118987,-0.905740,0.575642,0.154863,0
1.835002,-22.351749,-0.002470,0.525974,-2.673412,-6.468946,2.502749,-34.277103,0.097167,0.143544,-3.717371,-7.235937,-8.391757,-45.515358,7.844718,-0.348608,-4.285156,-7.163498,-45.982822,-41.588947,28.910589,1.301486,-0.848616,-2.245176,-58.503391,-50.069885,33.274990,5.865075,3.473159,9.293759,-31.640324,-71.028183,10.363488,7.715438,5.926461,20.077423,1.837187,-90.821297,-12.648550,2.791790,11.804585,27.977419,65.076477,-91.843887,-13.861831,-7.974830,17.713604,27.755844,108.121429,-38.326759,5.498280,-14.870281,10.963028,13.406742,89.476807,-18.338501,69.815002,-10.033984,-1.825462,-2.182326,0
22.600819,6.209728,6.358088,2.107890,0.553271,-5.315266,19.876625,-0.771341,-0.038015,2.783267,-0.780439,-7.235937,12.693195,-6.697151,-4.487497,2.127065,-1.079778,-8.306526,7.052155,-10.525867,-5.245378,0.875380,-0.454468,-8.332092,3.876480,-13.897806,-2.955032,-0.002397,0.054728,-8.141411,0.992675,-17.012726,-0.766826,-0.174970,0.130362,-7.921966,-0.510950,-18.749292,1.253246,0.154197,-0.167912,-7.523558,-0.590238,-19.905504,2.544620,0.837031,-0.486426,-7.068690,0.079150,-22.052124,2.580532,1.663676,-1.125584,-6.800243,1.817151,-25.941006,0.940145,2.189916,-2.309092,-6.915292,0
-24.673468,-85.515106,8.888065,7.009169,6.516617,23.519291,3.597941,-115.654770,-10.617823,1.536909,12.249866,31.599316,93.180649,-116.200935,-11.415250,-8.760995,15.613969,30.521269,147.233261,-25.581583,30.579567,-12.142141,3.496595,9.450354,76.163254,-2.053637,83.100891,-1.225320,-3.779156,-7.059103,-3.260590,5.494831,28.965334,7.515169,-5.150150,-4.312853,0.205233,6.107986,-15.831787,4.307660,-1.798831,-0.834767,-3.984488,10.582460,-12.499488,-1.303084,2.678472,0.063250,-4.642548,11.244928,5.260689,-1.354216,1.843306,0.641688,4.606718,8.431141,2.650471,1.115065,-0.460860,0.457398,0
0.006465,-32.535942,0.300545,1.251418,-3.609779,-7.357377,-12.551139,-47.597958,4.701247,1.037300,-5.179977,-7.554450,-52.590618,-43.769882,18.135124,1.230113,-0.398009,-2.005492,-64.122604,-51.723118,21.185835,3.560910,3.945071,10.129992,-30.564169,-71.004036,3.884514,4.604868,4.261454,20.289412,2.941521,-83.721497,-17.902424,0.132892,9.708147,25.223711,39.060070,-78.710167,-21.671131,-9.955155,13.715669,24.484419,82.017273,-51.337898,11.917450,-16.720644,8.959267,14.748975,82.956779,-27.623484,66.848221,-11.435871,-0.497079,1.264867,35.423279,-4.755442,64.804482,-1.045290,-3.708848,-1.881921,0
19.421585,-12.763451,-8.640111,5.887446,-3.716305,-10.790721,8.150886,-19.419697,-12.151925,2.977146,-4.472642,-11.938010,1.676814,-22.806004,-7.152310,0.089216,-3.511775,-11.174216,0.092857,-24.740488,-1.901048,-1.567269,-1.988448,-9.817070,-0.651423,-24.424999,1.279168,-2.130794,-0.722915,-8.436488,-0.737110,-23.634468,2.523520,-1.914545,-0.111453,-7.130476,-0.265671,-22.973930,2.983028,-1.309475,-0.637693,-5.977860,1.441449,-22.916904,2.658638,-0.687361,-1.438772,-5.269460,4.094378,-26.238564,1.424262,-0.445547,-2.044907,-5.265199,4.448155,-33.415024,1.501496,-0.638359,-2.629736,-5.742437,0
